frequency,date,region,usd_aum,tonnes_holdings,gold_price_usd_per_oz
Weekly,2012-11-09,Europe,53150178941.0100021362,951.05,1709
Weekly,2012-11-09,Asia,2712393196.5199999809,47.28,1709
Weekly,2012-11-09,Other,3411717019.9699997902,61.05,1709
Weekly,2012-11-16,North America,94320996596.0399932861,1712.12,1722.15
Weekly,2012-11-16,Europe,52560318054.7600021362,954.08,1722.15
Weekly,2012-11-16,Asia,2697229183.1700000763,47.26,1722.15
Weekly,2012-11-16,Other,3384711502.8499999046,61.44,1722.15
Weekly,2012-11-23,North America,95570319047.6499938965,1713.79,1730.45
Weekly,2012-11-23,Europe,53678791731.2699966431,962.58,1730.45
Weekly,2012-11-23,Asia,2728612756.5599999428,47.5,1730.45
Weekly,2012-11-23,Other,3434485663.7399997711,61.59,1730.45
Weekly,2012-11-30,North America,95401443165.3099975586,1719.19,1731.15
Weekly,2012-11-30,Europe,53418321819.5899963379,962.63,1731.15
Weekly,2012-11-30,Asia,2752041392.5500001907,47.98,1731.15
Weekly,2012-11-30,Other,3412407657.5799999237,61.49,1731.15
Weekly,2012-12-07,North America,94477396702.9199981689,1727.05,1701.5
Weekly,2012-12-07,Europe,52736840475.6500015259,964.03,1701.5
Weekly,2012-12-07,Asia,2714472474.2600002289,48.04,1701.5
Weekly,2012-12-07,Other,3374323572.6300001144,61.69,1701.5
Weekly,2012-12-14,North America,94136110938.1199951172,1726.14,1705.55
Weekly,2012-12-14,Europe,52580436716.7200012207,964.15,1705.55
Weekly,2012-12-14,Asia,2708306052.8699998856,48.06,1705.55
Weekly,2012-12-14,Other,3381115264.4200000763,62,1705.55
Weekly,2012-12-21,North America,91678898879.2899932861,1726.63,1671.35
Weekly,2012-12-21,Europe,51120506230.6699981689,962.78,1671.35
Weekly,2012-12-21,Asia,2626620124.0399999619,47.98,1671.35
Weekly,2012-12-21,Other,3290978422.4299998283,61.98,1671.35
Weekly,2012-12-28,North America,92026535084.3600006104,1726.91,1660.1
Weekly,2012-12-28,Europe,51280350552.1999969482,962.29,1660.1
Weekly,2012-12-28,Asia,2643605120.4000000954,48,1660.1
Weekly,2012-12-28,Other,3303614395.5199999809,61.99,1660.1
Weekly,2013-01-04,North America,91123138138.3300018311,1719.81,1669.85
Weekly,2013-01-04,Europe,50912219261.0500030518,960.89,1669.85
Weekly,2013-01-04,Asia,2712667790.1199998856,49.5,1669.85
Weekly,2013-01-04,Other,3288435163.7600002289,62.08,1669.85
Weekly,2013-01-11,North America,91450466426.6999969482,1716.09,1658.3
Weekly,2013-01-11,Europe,51229183863.1800003052,961.33,1658.3
Weekly,2013-01-11,Asia,2737122340.9899997711,49.48,1658.3
Weekly,2013-01-11,Other,2949262048.9099998474,55.33,1658.3
Weekly,2013-01-18,North America,92907984862.5700073242,1711.44,1677.35
Weekly,2013-01-18,Europe,52027259025.9100036621,958.38,1677.35
Weekly,2013-01-18,Asia,2779170729.8499999046,49.49,1677.35
Weekly,2013-01-18,Other,3375834338.5500001907,62.18,1677.35
Weekly,2013-01-25,North America,91217050513.0299987793,1709.14,1679.85
Weekly,2013-01-25,Europe,51000609024.1200027466,955.6,1679.85
Weekly,2013-01-25,Asia,2767468395.8099999428,49.21,1679.85
Weekly,2013-01-25,Other,3318459978.5999999046,62.17,1679.85
Weekly,2013-02-01,North America,91641548604.2299957275,1707.83,1666.25
Weekly,2013-02-01,Europe,51593819524.75,961.5,1666.25
Weekly,2013-02-01,Asia,2802225525.1999998093,50.15,1666.25
Weekly,2013-02-01,Other,3382393801.6500000954,63.04,1666.25
Weekly,2013-02-08,North America,91713097464.1499938965,1709.93,1670
Weekly,2013-02-08,Europe,51281671316.6100006104,956.11,1670
Weekly,2013-02-08,Asia,2816742513.8200001717,50.13,1670
Weekly,2013-02-08,Other,3371624800.9099998474,62.86,1670
Weekly,2013-02-15,North America,88193157639.5899963379,1701.42,1640.55
Weekly,2013-02-15,Europe,49339484903.6299972534,951.86,1640.55
Weekly,2013-02-15,Asia,2722000462.5599999428,49.75,1640.55
Weekly,2013-02-15,Other,3205265282.0399999619,61.82,1640.55
Weekly,2013-02-22,North America,84377316728.3300018311,1664.72,1592.1
Weekly,2013-02-22,Europe,47341866393.8700027466,934.03,1592.1
Weekly,2013-02-22,Asia,2658437718.8499999046,49.8,1592.1
Weekly,2013-02-22,Other,3133367563.2600002289,61.82,1592.1
Weekly,2013-03-01,North America,82749866549.1000061035,1626.68,1590.35
Weekly,2013-03-01,Europe,46816883025.0899963379,920.31,1590.35
Weekly,2013-03-01,Asia,2570259494.5599999428,48.68,1590.35
Weekly,2013-03-01,Other,3147666901.6399998665,61.89,1590.35
Weekly,2013-03-08,North America,82121191335.25,1614.83,1577.85
Weekly,2013-03-08,Europe,46509598981.3099975586,914.56,1577.85
Weekly,2013-03-08,Asia,2606047543.2399997711,49.03,1577.85
Weekly,2013-03-08,Other,3140266114.6500000954,61.75,1577.85
Weekly,2013-03-15,North America,82319068623.1399993896,1604.77,1588.75
Weekly,2013-03-15,Europe,46760529853.1500015259,911.57,1588.75
Weekly,2013-03-15,Asia,2634023550.4800000191,49.03,1588.75
Weekly,2013-03-15,Other,3173550726.8000001907,61.87,1588.75
Weekly,2013-03-22,North America,82250975848.6799926758,1591.22,1608.7
Weekly,2013-03-22,Europe,47248602637.0500030518,914.07,1608.7
Weekly,2013-03-22,Asia,2659910789.1300001144,49.11,1608.7
Weekly,2013-03-22,Other,3209032027.9899997711,62.08,1608.7
Weekly,2013-03-29,North America,81815847463.5,1592.21,1599.35
Weekly,2013-03-29,Europe,46697460834.9499969482,908.78,1599.35
Weekly,2013-03-29,Asia,2654120769.7699999809,49.43,1599.35
Weekly,2013-03-29,Other,3164316185.2300000191,61.58,1599.35
Weekly,2013-04-05,North America,79426317890.0099945068,1575.53,1574.2
Weekly,2013-04-05,Europe,45915400020.6299972534,910.8,1574.2
Weekly,2013-04-05,Asia,2600113792.0799999237,49.58,1574.2
Weekly,2013-04-05,Other,3105486352.4899997711,61.61,1574.2
Weekly,2013-04-12,North America,76272162391.4700012207,1544.99,1565.55
Weekly,2013-04-12,Europe,44409383507.7099990845,899.57,1565.55
Weekly,2013-04-12,Asia,2590257842.9000000954,49.56,1565.55
Weekly,2013-04-12,Other,3026300078.3099999428,61.29,1565.55
Weekly,2013-04-19,North America,67175103847.8000030518,1486.57,1393.25
Weekly,2013-04-19,Europe,40649949734.1900024414,899.58,1393.25
Weekly,2013-04-19,Asia,2362645441.1900000572,49.85,1393.25
Weekly,2013-04-19,Other,2741105831.5900001526,60.65,1393.25
Weekly,2013-04-26,North America,67920841384.0299987793,1435.66,1436.7
Weekly,2013-04-26,Europe,42048137443.5,888.78,1436.7
Weekly,2013-04-26,Asia,2489288373.3699998856,50.07,1436.7
Weekly,2013-04-26,Other,3006384463.9299998283,63.55,1436.7
Weekly,2013-05-03,North America,67143297127.3099975586,1421.4,1465.95
Weekly,2013-05-03,Europe,41461852516.0100021362,877.73,1465.95
Weekly,2013-05-03,Asia,2486591480.2699999809,49.64,1465.95
Weekly,2013-05-03,Other,3000980525.6900000572,63.52,1465.95
Weekly,2013-05-10,North America,64457787443.7200012207,1405.44,1454.7
Weekly,2013-05-10,Europe,39764035600.2099990845,867.02,1454.7
Weekly,2013-05-10,Asia,2410502562.8699998856,49.68,1454.7
Weekly,2013-05-10,Other,2883233734.5900001526,62.85,1454.7
Weekly,2013-05-17,North America,61104626263.8199996948,1388.54,1404.85
Weekly,2013-05-17,Europe,37375727734.7399978638,849.33,1404.85
Weekly,2013-05-17,Asia,2324816952.9499998093,49.58,1404.85
Weekly,2013-05-17,Other,2728191000.8299999237,61.99,1404.85
Weekly,2013-05-24,North America,60759106003.2699966431,1359.34,1378.95
Weekly,2013-05-24,Europe,37195238305.4899978638,832.15,1378.95
Weekly,2013-05-24,Asia,2323261526.8099999428,49.61,1378.95
Weekly,2013-05-24,Other,2750066642.3200001717,61.53,1378.95
Weekly,2013-05-31,North America,60737440457.7300033569,1354.71,1391.45
Weekly,2013-05-31,Europe,36776285077.5,820.27,1391.45
Weekly,2013-05-31,Asia,2346017357.9899997711,49.41,1391.45
Weekly,2013-05-31,Other,2749608643.3400001526,61.32,1391.45
Weekly,2013-06-07,North America,60027524166.5100021362,1347.09,1398.4
Weekly,2013-06-07,Europe,36520795970.1699981689,819.57,1398.4
Weekly,2013-06-07,Asia,2363877618.0799999237,49.39,1398.4
Weekly,2013-06-07,Other,2669633729.1100001335,59.89,1398.4
Weekly,2013-06-14,North America,60068945120.9899978638,1342.93,1383.3
Weekly,2013-06-14,Europe,36384604683.0400009155,813.43,1383.3
Weekly,2013-06-14,Asia,2329912748.4899997711,49.37,1383.3
Weekly,2013-06-14,Other,2605018217.9000000954,58.25,1383.3
Weekly,2013-06-21,North America,55447113497.9700012207,1331.48,1342.4
Weekly,2013-06-21,Europe,33459799499.5600013733,803.49,1342.4
Weekly,2013-06-21,Asia,2193889041.0799999237,49.34,1342.4
Weekly,2013-06-21,Other,2446596207.2699999809,58.75,1342.4
Weekly,2013-06-28,North America,49890681256.9100036621,1301.82,1245.35
Weekly,2013-06-28,Europe,30003377267.7200012207,782.89,1245.35
Weekly,2013-06-28,Asia,2015756268.9500000477,48.62,1245.35
Weekly,2013-06-28,Other,2223815864.5300002098,58.02,1245.35
Weekly,2013-07-05,North America,50435940819.2099990845,1293.53,1241.95
Weekly,2013-07-05,Europe,29565513861.8300018311,758.27,1241.95
Weekly,2013-07-05,Asia,2028575174.0899999142,47.96,1241.95
Weekly,2013-07-05,Other,2232921259.0500001907,57.25,1241.95
Weekly,2013-07-12,North America,52235709223.5699996948,1269.55,1262.3
Weekly,2013-07-12,Europe,31026826548.3699989319,754.09,1262.3
Weekly,2013-07-12,Asia,2101273692.2100000381,48.1,1262.3
Weekly,2013-07-12,Other,2355760191.3600001335,57.26,1262.3
Weekly,2013-07-19,North America,52562850323.6200027466,1261.73,1290.5
Weekly,2013-07-19,Europe,31227066738.8600006104,749.58,1290.5
Weekly,2013-07-19,Asia,2130586024.4300000668,48.09,1290.5
Weekly,2013-07-19,Other,2385972428.3099999428,57.28,1290.5
Weekly,2013-07-26,North America,53801048221.0699996948,1257.25,1330.5
Weekly,2013-07-26,Europe,32105468497.9500007629,750.26,1330.5
Weekly,2013-07-26,Asia,2204430154.3499999046,48.03,1330.5
Weekly,2013-07-26,Other,2437324577.1900000572,56.96,1330.5
Weekly,2013-08-02,North America,52521621990.7099990845,1247.74,1318.53
Weekly,2013-08-02,Europe,31576266222.6699981689,750.15,1318.53
Weekly,2013-08-02,Asia,2229302115.5900001526,49.79,1318.53
Weekly,2013-08-02,Other,2420054922.1599998474,57.51,1318.53
Weekly,2013-08-09,North America,52170106922.25,1239.63,1295
Weekly,2013-08-09,Europe,31380014626.8800010681,745.63,1295
Weekly,2013-08-09,Asia,2244126427.0100002289,49.48,1295
Weekly,2013-08-09,Other,2436245052.3899998665,57.89,1295
Weekly,2013-08-16,North America,54768951880.2799987793,1244.12,1339
Weekly,2013-08-16,Europe,32729287058.4399986267,743.47,1339
Weekly,2013-08-16,Asia,2361627438.1799998283,49.26,1339
Weekly,2013-08-16,Other,2478398561.4699997902,56.3,1339
Weekly,2013-08-23,North America,55043165313.6800003052,1242.86,1370.7
Weekly,2013-08-23,Europe,32901078620.3400001526,742.9,1370.7
Weekly,2013-08-23,Asia,2356006980.4400000572,49.24,1370.7
Weekly,2013-08-23,Other,2507866839.1700000763,56.63,1370.7
Weekly,2013-08-30,North America,56024304516.0400009155,1249.36,1403.75
Weekly,2013-08-30,Europe,33105515274.2799987793,738.27,1403.75
Weekly,2013-08-30,Asia,2313540658.2100000381,48.66,1403.75
Weekly,2013-08-30,Other,2530639829.9299998283,56.44,1403.75
Weekly,2013-09-06,North America,55627982073.7300033569,1247.46,1390.75
Weekly,2013-09-06,Europe,32903918822.1800003052,737.87,1390.75
Weekly,2013-09-06,Asia,2277850042.0199999809,48.93,1390.75
Weekly,2013-09-06,Other,2511235389.6500000954,56.32,1390.75
Weekly,2013-09-13,North America,52515302946.4300003052,1238.84,1351.7
Weekly,2013-09-13,Europe,31190097782.7099990845,735.78,1351.7
Weekly,2013-09-13,Asia,2236670260.7600002289,48.92,1351.7
Weekly,2013-09-13,Other,2364821142.0700001717,55.79,1351.7
Weekly,2013-09-20,North America,53643232220.1500015259,1236.61,1330.4
Weekly,2013-09-20,Europe,31560320422.1399993896,727.54,1330.4
Weekly,2013-09-20,Asia,2292292315.7699999809,48.8,1330.4
Weekly,2013-09-20,Other,2398064698.1199998856,55.28,1330.4
Weekly,2013-09-27,North America,53180044225.0999984741,1233.47,1326.8
Weekly,2013-09-27,Europe,31423836772.4399986267,728.85,1326.8
Weekly,2013-09-27,Asia,2254141670.1199998856,48.72,1326.8
Weekly,2013-09-27,Other,2403328840.5199999809,55.75,1326.8
Weekly,2013-10-04,North America,51728331394.1299972534,1228.43,1309.85
Weekly,2013-10-04,Europe,30658222915.2799987793,728.06,1309.85
Weekly,2013-10-04,Asia,2181485126.8299999237,46.53,1309.85
Weekly,2013-10-04,Other,2341956735.1300001144,55.61,1309.85
Weekly,2013-10-11,North America,49546673868.0899963379,1217.76,1304.2
Weekly,2013-10-11,Europe,29505538553.3199996948,725.19,1304.2
Weekly,2013-10-11,Asia,2186573232.8000001907,46.57,1304.2
Weekly,2013-10-11,Other,2258288238.1999998093,55.5,1304.2
Weekly,2013-10-18,North America,51073478772.8199996948,1206.66,1293.05
Weekly,2013-10-18,Europe,30556928239.4900016785,721.93,1293.05
Weekly,2013-10-18,Asia,2268991869.0599999428,46.66,1293.05
Weekly,2013-10-18,Other,2352458984.3400001526,55.58,1293.05
Weekly,2013-10-25,North America,51784236439.1100006104,1195.08,1334.85
Weekly,2013-10-25,Europe,31304269394.5099983215,722.44,1334.85
Weekly,2013-10-25,Asia,2313661568.8800001144,46.7,1334.85
Weekly,2013-10-25,Other,2405788724.6100001335,55.52,1334.85
Weekly,2013-11-01,North America,49927514857.1200027466,1188.38,1339.15
Weekly,2013-11-01,Europe,30216070323.1100006104,719.21,1339.15
Weekly,2013-11-01,Asia,2111145543.5499999523,44.61,1339.15
Weekly,2013-11-01,Other,2329705030.9000000954,55.45,1339.15
Weekly,2013-11-08,North America,49215943768.8600006104,1190.81,1307.9
Weekly,2013-11-08,Europe,29685115197.7900009155,718.25,1307.9
Weekly,2013-11-08,Asia,2085937856.5399999619,44.69,1307.9
Weekly,2013-11-08,Other,2304112296.4400000572,55.74,1307.9
Weekly,2013-11-15,North America,49178891284.4800033569,1188.3,1281.9
Weekly,2013-11-15,Europe,29468742437.3499984741,712.05,1281.9
Weekly,2013-11-15,Asia,2105659396.9400000572,44.6,1281.9
Weekly,2013-11-15,Other,2321562718.2399997711,56.1,1281.9
Weekly,2013-11-22,North America,46968606164.1999969482,1172.23,1260.5
Weekly,2013-11-22,Europe,28413628419.8199996948,709.14,1260.5
Weekly,2013-11-22,Asia,2093682409.1400001049,44.75,1260.5
Weekly,2013-11-22,Other,2232472853.0799999237,55.72,1260.5
Weekly,2013-11-29,North America,46786031632.8000030518,1161.38,1246.8
Weekly,2013-11-29,Europe,28369562873.4900016785,704.22,1246.8
Weekly,2013-11-29,Asia,2005190370.0499999523,43.29,1246.8
Weekly,2013-11-29,Other,2234043696.1799998283,55.46,1246.8
Weekly,2013-12-06,North America,45680014367.8700027466,1152.32,1225.95
Weekly,2013-12-06,Europe,27656890358.1500015259,697.67,1225.95
Weekly,2013-12-06,Asia,2005851566.2699999809,43.15,1225.95
Weekly,2013-12-06,Other,2201008202.9800000191,55.52,1225.95
Weekly,2013-12-13,North America,45349367100.9800033569,1144.91,1244.25
Weekly,2013-12-13,Europe,27332872805.8499984741,690.05,1244.25
Weekly,2013-12-13,Asia,1976864058.4800000191,43.2,1244.25
Weekly,2013-12-13,Other,2188722062.8800001144,55.26,1244.25
Weekly,2013-12-20,North America,43365937024.0699996948,1128.49,1217.65
Weekly,2013-12-20,Europe,25736074301.1800003052,669.72,1217.65
Weekly,2013-12-20,Asia,1982442208.75,44.18,1217.65
Weekly,2013-12-20,Other,2128474747.5199999809,55.39,1217.65
Weekly,2013-12-27,North America,43473955334.0400009155,1113.37,1200.6
Weekly,2013-12-27,Europe,25984202713.9000015259,665.46,1200.6
Weekly,2013-12-27,Asia,1964616763.2999999523,43.85,1200.6
Weekly,2013-12-27,Other,2137506356.6300001144,54.74,1200.6
Weekly,2014-01-03,North America,43721261632.0500030518,1101.57,1213.4
Weekly,2014-01-03,Europe,26355937518.9799995422,664.04,1213.4
Weekly,2014-01-03,Asia,1968312800.5699999332,43.35,1213.4
Weekly,2014-01-03,Other,2178511945.2800002098,54.89,1213.4
Weekly,2014-01-10,North America,43998131171.5100021362,1099.86,1233
Weekly,2014-01-10,Europe,26425831882.2799987793,660.59,1233
Weekly,2014-01-10,Asia,1959227933.6400001049,43.09,1233
Weekly,2014-01-10,Other,2201675252.6599998474,55.04,1233
Weekly,2014-01-17,North America,44305044576.6699981689,1102.43,1245.4
Weekly,2014-01-17,Europe,26385458086.6899986267,656.54,1245.4
Weekly,2014-01-17,Asia,1950309886.0399999619,42.92,1245.4
Weekly,2014-01-17,Other,2199010947.4800000191,54.72,1245.4
Weekly,2014-01-24,North America,44630585015.0199966431,1095.63,1252.95
Weekly,2014-01-24,Europe,26691217891.9799995422,655.24,1252.95
Weekly,2014-01-24,Asia,1946511442.0899999142,42.83,1252.95
Weekly,2014-01-24,Other,2217247008.7800002098,54.43,1252.95
Weekly,2014-01-31,North America,44113637391.9899978638,1096.79,1253.85
Weekly,2014-01-31,Europe,26152617585.4300003052,650.23,1253.85
Weekly,2014-01-31,Asia,1940420395.1600000858,42.77,1253.85
Weekly,2014-01-31,Other,2212942418.4800000191,55.02,1253.85
Weekly,2014-02-07,North America,44498794499.8099975586,1099.12,1256.5
Weekly,2014-02-07,Europe,26350097422.4199981689,650.85,1256.5
Weekly,2014-02-07,Asia,1961386032.8900001049,42.78,1256.5
Weekly,2014-02-07,Other,2168671116.6300001144,53.57,1256.5
Weekly,2014-02-14,North America,46843186463.3600006104,1103.78,1292.9
Weekly,2014-02-14,Europe,27587295498.0099983215,650.05,1292.9
Weekly,2014-02-14,Asia,2001818397.2000000477,42.75,1292.9
Weekly,2014-02-14,Other,2282942445.4299998283,53.8,1292.9
Weekly,2014-02-21,North America,46860669215.6800003052,1101.48,1321.65
Weekly,2014-02-21,Europe,27536772119.6399993896,647.26,1321.65
Weekly,2014-02-21,Asia,2015661721,42.66,1321.65
Weekly,2014-02-21,Other,2294496095.9899997711,53.93,1321.65
Weekly,2014-02-28,North America,47201047948.4499969482,1106.76,1332.85
Weekly,2014-02-28,Europe,27815412640.9700012207,652.21,1332.85
Weekly,2014-02-28,Asia,2031541015.5399999619,42.81,1332.85
Weekly,2014-02-28,Other,2280610056.2800002098,53.47,1332.85
Weekly,2014-03-07,North America,47624343838.7300033569,1109.37,1340.35
Weekly,2014-03-07,Europe,28248376793.9799995422,658.02,1340.35
Weekly,2014-03-07,Asia,2050314488.7899999619,42.76,1340.35
Weekly,2014-03-07,Other,2296006267.8699998856,53.48,1340.35
Weekly,2014-03-14,North America,49885039139.5199966431,1120.29,1362
Weekly,2014-03-14,Europe,29279369049.4300003052,657.54,1362
Weekly,2014-03-14,Asia,2054432525.5399999619,42.76,1362
Weekly,2014-03-14,Other,2360362038.1900000572,53.01,1362
Weekly,2014-03-21,North America,48187010655.2600021362,1121.84,1347.05
Weekly,2014-03-21,Europe,28153627710.4900016785,655.45,1347.05
Weekly,2014-03-21,Asia,2014130726.8699998856,42.69,1347.05
Weekly,2014-03-21,Other,2279702049.2800002098,53.07,1347.05
Weekly,2014-03-28,North America,46701571561.9800033569,1121.9,1303.8
Weekly,2014-03-28,Europe,27264884771.8800010681,654.98,1303.8
Weekly,2014-03-28,Asia,1953420298.9100000858,42.64,1303.8
Weekly,2014-03-28,Other,2200548992.0399999619,52.86,1303.8
Weekly,2014-04-04,North America,46398866691.9499969482,1112.48,1289.75
Weekly,2014-04-04,Europe,27168390368.0699996948,651.4,1289.75
Weekly,2014-04-04,Asia,1944764333.7300000191,42.29,1289.75
Weekly,2014-04-04,Other,2202890781.3200001717,52.82,1289.75
Weekly,2014-04-11,North America,46940551452.5400009155,1107.75,1309.75
Weekly,2014-04-11,Europe,27623939064.1800003052,651.9,1309.75
Weekly,2014-04-11,Asia,1973473358.9800000191,42.22,1309.75
Weekly,2014-04-11,Other,2268388995.2300000191,53.53,1309.75
Weekly,2014-04-18,North America,45865374105.6800003052,1098.21,1304.65
Weekly,2014-04-18,Europe,27505507134.0099983215,658.6,1304.65
Weekly,2014-04-18,Asia,1974654917.7799999714,42.15,1304.65
Weekly,2014-04-18,Other,2231364866.4699997902,53.43,1304.65
Weekly,2014-04-25,North America,45822417116.3799972534,1095.28,1292.75
Weekly,2014-04-25,Europe,27774001316.0099983215,663.88,1292.75
Weekly,2014-04-25,Asia,1982810810.6199998856,42.06,1292.75
Weekly,2014-04-25,Other,2255930483.7199997902,53.93,1292.75
Weekly,2014-05-02,North America,44735491786.3600006104,1085.99,1289
Weekly,2014-05-02,Europe,27658124739.7299995422,671.38,1289
Weekly,2014-05-02,Asia,1918097478.1300001144,40.57,1289
Weekly,2014-05-02,Other,2220927656.4299998283,53.91,1289
Weekly,2014-05-09,North America,45054564016.7900009155,1085.27,1292.35
Weekly,2014-05-09,Europe,27450382206.8800010681,661.22,1292.35
Weekly,2014-05-09,Asia,1917385052.0799999237,40.56,1292.35
Weekly,2014-05-09,Other,2248255176.6900000572,54.16,1292.35
Weekly,2014-05-16,North America,45043211445.5800018311,1084.79,1298.2
Weekly,2014-05-16,Europe,27426804111.6699981689,660.53,1298.2
Weekly,2014-05-16,Asia,1911881908.5199999809,40.6,1298.2
Weekly,2014-05-16,Other,2265140364.2399997711,54.55,1298.2
Weekly,2014-05-23,North America,44870622082.9800033569,1080.63,1294.95
Weekly,2014-05-23,Europe,27414513336.7599983215,660.23,1294.95
Weekly,2014-05-23,Asia,1858084782.3800001144,40.65,1294.95
Weekly,2014-05-23,Other,2272380874.2399997711,54.73,1294.95
Weekly,2014-05-30,North America,43742448323.3099975586,1088,1267.2
Weekly,2014-05-30,Europe,26512129131.1500015259,659.43,1267.2
Weekly,2014-05-30,Asia,1793090257.9100000858,40.82,1267.2
Weekly,2014-05-30,Other,2192834135.0599999428,54.54,1267.2
Weekly,2014-06-06,North America,43678070874.6399993896,1089.01,1247.05
Weekly,2014-06-06,Europe,26160963570.4799995422,652.26,1247.05
Weekly,2014-06-06,Asia,1799074208.9900000095,41.07,1247.05
Weekly,2014-06-06,Other,2193670314.3899998665,54.69,1247.05
Weekly,2014-06-13,North America,44596264871.3899993896,1089.63,1262.75
Weekly,2014-06-13,Europe,26625792802.5299987793,650.55,1262.75
Weekly,2014-06-13,Asia,1818404249.4600000381,41.33,1262.75
Weekly,2014-06-13,Other,2290773355.0999999046,55.97,1262.75
Weekly,2014-06-20,North America,45792775738.7699966431,1085.19,1283.8
Weekly,2014-06-20,Europe,27329191903.0900001526,647.64,1283.8
Weekly,2014-06-20,Asia,1873285358,41.31,1283.8
Weekly,2014-06-20,Other,2346254168.9499998093,55.6,1283.8
Weekly,2014-06-27,North America,46088412505.9899978638,1088.05,1315.6
Weekly,2014-06-27,Europe,27483597488.9799995422,648.83,1315.6
Weekly,2014-06-27,Asia,1878939966.2799999714,41.35,1315.6
Weekly,2014-06-27,Other,2337645290.0700001717,55.19,1315.6
Weekly,2014-07-04,North America,46657307077.1100006104,1099.98,1321.15
Weekly,2014-07-04,Europe,27499522178.0600013733,648.32,1321.15
Weekly,2014-07-04,Asia,1847894729.8599998951,40.74,1321.15
Weekly,2014-07-04,Other,2331886020.9299998283,54.98,1321.15
Weekly,2014-07-11,North America,47380540423.1500015259,1103.89,1326.8
Weekly,2014-07-11,Europe,27910904018.3699989319,650.28,1326.8
Weekly,2014-07-11,Asia,1874031208.9300000668,40.72,1326.8
Weekly,2014-07-11,Other,2359221638.3699998856,54.97,1326.8
Weekly,2014-07-18,North America,46639255495.2699966431,1109.69,1305.35
Weekly,2014-07-18,Europe,27230686375.8199996948,647.9,1305.35
Weekly,2014-07-18,Asia,1842823387.1800000668,40.75,1305.35
Weekly,2014-07-18,Other,2312660710.3699998856,55.02,1305.35
Weekly,2014-07-25,North America,46087438185.0299987793,1107.15,1303.45
Weekly,2014-07-25,Europe,26971007994.2799987793,647.92,1303.45
Weekly,2014-07-25,Asia,1821227401.4400000572,40.66,1303.45
Weekly,2014-07-25,Other,2285011558.3000001907,54.89,1303.45
Weekly,2014-08-01,North America,45937098580.9899978638,1106.53,1294.95
Weekly,2014-08-01,Europe,26953390292.5699996948,649.25,1294.95
Weekly,2014-08-01,Asia,1795704758.1300001144,40.44,1294.95
Weekly,2014-08-01,Other,2279899853.9200000763,54.92,1294.95
Weekly,2014-08-08,North America,46335400586.7799987793,1100.36,1299.35
Weekly,2014-08-08,Europe,27336371778.0699996948,649.17,1299.35
Weekly,2014-08-08,Asia,1840080769.4200000763,40.57,1299.35
Weekly,2014-08-08,Other,2325157021.6100001335,55.21,1299.35
Weekly,2014-08-15,North America,45830860389.5699996948,1099.92,1308.9
Weekly,2014-08-15,Europe,27145994772.7599983215,651.49,1308.9
Weekly,2014-08-15,Asia,1832126025.1400001049,40.55,1308.9
Weekly,2014-08-15,Other,2284459932.6500000954,54.82,1308.9
Weekly,2014-08-22,North America,45354829570.7699966431,1104.48,1288.15
Weekly,2014-08-22,Europe,26764168511.4799995422,651.76,1288.15
Weekly,2014-08-22,Asia,1794037291.6500000954,40.41,1288.15
Weekly,2014-08-22,Other,2247002031.3400001526,54.72,1288.15
Weekly,2014-08-29,North America,45407927346.75,1098.46,1284.75
Weekly,2014-08-29,Europe,26907105067.5299987793,650.91,1284.75
Weekly,2014-08-29,Asia,1784659772.8399999142,40.01,1284.75
Weekly,2014-08-29,Other,2112694964.3399999142,51.11,1284.75
Weekly,2014-09-05,North America,44322536511.6699981689,1088.93,1271.3
Weekly,2014-09-05,Europe,26242464800.7099990845,644.73,1271.3
Weekly,2014-09-05,Asia,1761407458.3199999332,40.15,1271.3
Weekly,2014-09-05,Other,2081116518.5599999428,51.13,1271.3
Weekly,2014-09-12,North America,43199185637.5999984741,1091.06,1247.7
Weekly,2014-09-12,Europe,25657425261.4500007629,648.02,1247.7
Weekly,2014-09-12,Asia,1720340790.9700000286,40.22,1247.7
Weekly,2014-09-12,Other,2027268419.3599998951,51.2,1247.7
Weekly,2014-09-19,North America,42312342378.1600036621,1078.96,1228.55
Weekly,2014-09-19,Europe,25151038585.0499992371,641.35,1228.55
Weekly,2014-09-19,Asia,1702100204.2899999619,40.29,1228.55
Weekly,2014-09-19,Other,2013034209.3399999142,51.33,1228.55
Weekly,2014-09-26,North America,41896476241.8799972534,1073.64,1216.05
Weekly,2014-09-26,Europe,24908185887.1199989319,638.3,1216.05
Weekly,2014-09-26,Asia,1700848045.5299999714,40.28,1216.05
Weekly,2014-09-26,Other,2024705142.5199999809,51.88,1216.05
Weekly,2014-10-03,North America,40996056301.5299987793,1067.05,1211.85
Weekly,2014-10-03,Europe,24209621257.3899993896,630.13,1211.85
Weekly,2014-10-03,Asia,1677821590.5899999142,40.06,1211.85
Weekly,2014-10-03,Other,1998337710.2200000286,52.01,1211.85
Weekly,2014-10-10,North America,41473560593.5699996948,1058.22,1213.8
Weekly,2014-10-10,Europe,24692982698.0900001526,630.06,1213.8
Weekly,2014-10-10,Asia,1710640121.5799999237,40.26,1213.8
Weekly,2014-10-10,Other,2085428784.4600000381,53.21,1213.8
Weekly,2014-10-17,North America,42059201420.6299972534,1059.9,1234.65
