frequency,date,region,usd_aum,tonnes_holdings,gold_price_usd_per_oz
Yearly,2003-12-31,North America,127776032.7600000054,9.55,363.64
Yearly,2003-12-31,Europe,314293017.3000000119,23.48,363.64
Yearly,2003-12-31,Asia,,,363.64
Yearly,2003-12-31,Other,126294249.9699999988,9.42,363.64
Yearly,2004-12-31,North America,1473024124.75,104.6,409.61
Yearly,2004-12-31,Europe,721334000,51.22,409.61
Yearly,2004-12-31,Asia,,,409.61
Yearly,2004-12-31,Other,170147050.400000006,12.08,409.61
Yearly,2005-12-31,North America,5036102833.1800003052,305.34,445.06
Yearly,2005-12-31,Europe,1048112000,63.55,445.06
Yearly,2005-12-31,Asia,,,445.06
Yearly,2005-12-31,Other,295577110.6700000167,17.92,445.06
Yearly,2006-12-31,North America,10574367719.0900001526,517.5,604.02
Yearly,2006-12-31,Europe,2090121140,102.76,604.02
Yearly,2006-12-31,Asia,,,604.02
Yearly,2006-12-31,Other,482648195.3799999952,23.62,604.02
Yearly,2007-12-31,North America,18920687433.9700012207,703.59,696.54
Yearly,2007-12-31,Europe,3877168622.4400000572,144.48,696.54
Yearly,2007-12-31,Asia,118564500,4.38,696.54
Yearly,2007-12-31,Other,1169393174.4800000191,43.49,696.54
Yearly,2008-12-31,North America,24198284099.7900009155,870,871.77
Yearly,2008-12-31,Europe,8471802493.7399997711,304.63,871.77
Yearly,2008-12-31,Asia,149455540.0099999905,5.41,871.77
Yearly,2008-12-31,Other,1179874097.1800000668,42.41,871.77
Yearly,2009-12-31,North America,44928326762.9100036621,1265.79,972.81
Yearly,2009-12-31,Europe,18369940542.0600013733,517.54,972.81
Yearly,2009-12-31,Asia,284266470,7.92,972.81
Yearly,2009-12-31,Other,2502773469.2600002289,70.51,972.81
Yearly,2010-12-31,North America,67367409334.2300033569,1485.81,1225.59
Yearly,2010-12-31,Europe,31552999862.1800003052,695.91,1225.59
Yearly,2010-12-31,Asia,889973936.9400000572,19.38,1225.59
Yearly,2010-12-31,Other,3060196090.3400001526,67.49,1225.59
Yearly,2011-12-31,North America,79017006133.7200012207,1569.66,1571.21
Yearly,2011-12-31,Europe,41662416606.0400009155,841.03,1571.21
Yearly,2011-12-31,Asia,2207251467.3899998665,43.38,1571.21
Yearly,2011-12-31,Other,2794054702.0999999046,56.41,1571.21
Yearly,2012-12-31,North America,92426897784.0599975586,1727.64,1667.65
Yearly,2012-12-31,Europe,51561052727.7200012207,963.78,1667.65
Yearly,2012-12-31,Asia,2732943359.7399997711,49.54,1667.65
Yearly,2012-12-31,Other,3319542197.1900000572,62.05,1667.65
Yearly,2013-12-31,North America,42833848991.5599975586,1108.85,1410.37
Yearly,2013-12-31,Europe,25746474343.7700004578,666.5,1410.37
Yearly,2013-12-31,Asia,1935792763.8800001144,43.46,1410.37
Yearly,2013-12-31,Other,2123666545.5,54.98,1410.37
Yearly,2014-12-31,North America,38651702138.7399978638,1002.46,1265.31
Yearly,2014-12-31,Europe,23986023476.8300018311,622.1,1265.31
Yearly,2014-12-31,Asia,1645717869.2000000477,40.03,1265.31
Yearly,2014-12-31,Other,1809823097.4700000286,46.94,1265.31
Yearly,2015-12-31,North America,31379712545.7700004578,918.82,1159.25
Yearly,2015-12-31,Europe,19863523975.3699989319,581.62,1159.25
Yearly,2015-12-31,Asia,1687889006.5399999619,46.85,1159.25
Yearly,2015-12-31,Other,1387692485.4600000381,40.63,1159.25
Yearly,2016-12-31,North America,42702755738.1500015259,1145.89,1248.38
Yearly,2016-12-31,Europe,31765294099.7299995422,852.4,1248.38
Yearly,2016-12-31,Asia,3356475287.3800001144,87.01,1248.38
Yearly,2016-12-31,Other,1703518945.6600000858,45.71,1248.38
Yearly,2017-12-31,North America,51727574956.3700027466,1240.96,1257.43
Yearly,2017-12-31,Europe,43046621230.4499969482,1032.7,1257.43
Yearly,2017-12-31,Asia,3541528669.8499999046,82.96,1257.43
Yearly,2017-12-31,Other,1879590236.0799999237,45.09,1257.43
Yearly,2018-12-31,North America,50628809978.0500030518,1228.68,1269.01
Yearly,2018-12-31,Europe,46627492207.1399993896,1131.57,1269.01
Yearly,2018-12-31,Asia,3267175852.9299998283,77.62,1269.01
Yearly,2018-12-31,Other,1407272217.0499999523,34.1,1269.01
Yearly,2019-12-31,North America,70380154941.9600067139,1437.34,1392.47
Yearly,2019-12-31,Europe,64436643468.8799972534,1315.96,1392.47
Yearly,2019-12-31,Asia,3879947710.6599998474,77.55,1392.47
Yearly,2019-12-31,Other,2186593321.9200000763,44.72,1392.47
Yearly,2020-12-31,North America,121618344076.5700073242,2000.29,1769.94
Yearly,2020-12-31,Europe,96769665094.9199981689,1591.6,1769.94
Yearly,2020-12-31,Asia,7151927949.5,115.14,1769.94
Yearly,2020-12-31,Other,3714134752.7899999619,61.09,1769.94
Yearly,2021-12-31,North America,105273654335.2100067139,1799.01,1798.62
Yearly,2021-12-31,Europe,92444888862.3300018311,1579.78,1798.62
Yearly,2021-12-31,Asia,8424958955.8000001907,140.16,1798.62
Yearly,2021-12-31,Other,3542808343.4899997711,60.54,1798.62
Yearly,2022-12-31,North America,100477467660.4499969482,1724.39,1801.51
Yearly,2022-12-31,Europe,91293754206.9900054932,1566.78,1801.51
Yearly,2022-12-31,Asia,7332463158.2899999619,119.3,1801.51
Yearly,2022-12-31,Other,3541043380.1900000572,60.77,1801.51
Yearly,2023-12-31,North America,108907559363.7299957275,1642.45,1942.64
Yearly,2023-12-31,Europe,92026007850.3200073242,1387.86,1942.64
Yearly,2023-12-31,Asia,9723148445.0499992371,139.26,1942.64
Yearly,2023-12-31,Other,3954340968.9200000763,59.64,1942.64
Yearly,2024-12-31,North America,138548612358.2099914551,1650.48,2387.08
Yearly,2024-12-31,Europe,108268852784.1300048828,1289.82,2387.08
Yearly,2024-12-31,Asia,18926839622.25,221.44,2387.08
Yearly,2024-12-31,Other,5401193110.75,64.34,2387.08
Yearly,2025-12-31,North America,290190194380.2299804688,2095.16,3441.44
Yearly,2025-12-31,Europe,197081826987.5299987793,1422.93,3441.44
Yearly,2025-12-31,Asia,61996761279.4400024414,438.09,3441.44
Yearly,2025-12-31,Other,10142109635.8600006104,73.22,3441.44
Yearly,2026-07-31,North America,263450632543.299987793,2034.9,4594.11
Yearly,2026-07-31,Europe,187235004206.7699890137,1446.3,4594.11
Yearly,2026-07-31,Asia,69429262104.7799987793,512.39,4594.11
Yearly,2026-07-31,Other,9646798714.7399997711,74.45,4594.11
Quarterly,2003-03-31,North America,88248405.8700000048,8.2,351.95
Quarterly,2003-03-31,Europe,,,351.95
Quarterly,2003-03-31,Asia,,,351.95
Quarterly,2003-03-31,Other,335010,0.03,351.95
Quarterly,2003-06-30,North America,103545026.6800000072,9.31,346.55
Quarterly,2003-06-30,Europe,,,346.55
Quarterly,2003-06-30,Asia,,,346.55
Quarterly,2003-06-30,Other,32229839.9600000009,2.9,346.55
Quarterly,2003-09-30,North America,116114076.1700000018,9.31,363.1
Quarterly,2003-09-30,Europe,,,363.1
Quarterly,2003-09-30,Asia,,,363.1
Quarterly,2003-09-30,Other,76338941.0699999928,6.12,363.1
Quarterly,2003-12-31,North America,127776032.7600000054,9.55,392.35
Quarterly,2003-12-31,Europe,314293017.3000000119,23.48,392.35
Quarterly,2003-12-31,Asia,,,392.35
Quarterly,2003-12-31,Other,126294249.9699999988,9.42,392.35
Quarterly,2004-03-31,North America,130062958.8900000006,9.55,408.58
Quarterly,2004-03-31,Europe,546345498.5,40.11,408.58
Quarterly,2004-03-31,Asia,,,408.58
Quarterly,2004-03-31,Other,129772528.1299999952,9.53,408.58
Quarterly,2004-06-30,North America,121498503.799999997,9.55,394
Quarterly,2004-06-30,Europe,521728000,41,394
Quarterly,2004-06-30,Asia,,,394
Quarterly,2004-06-30,Other,120151959.0400000066,9.44,394
Quarterly,2004-09-30,North America,127591849.2199999988,9.55,401.36
Quarterly,2004-09-30,Europe,523274000,39.16,401.36
Quarterly,2004-09-30,Asia,,,401.36
Quarterly,2004-09-30,Other,126694206.4200000018,9.48,401.36
Quarterly,2004-12-31,North America,1473024124.75,104.6,434.24
Quarterly,2004-12-31,Europe,721334000,51.22,434.24
Quarterly,2004-12-31,Asia,,,434.24
Quarterly,2004-12-31,Other,170147050.400000006,12.08,434.24
Quarterly,2005-03-31,North America,2687084279.25,195.5,427.45
Quarterly,2005-03-31,Europe,671381000,48.85,427.45
Quarterly,2005-03-31,Asia,,,427.45
Quarterly,2005-03-31,Other,165706272.7899999917,12.06,427.45
Quarterly,2005-06-30,North America,2915875966.1500000954,207.49,427.38
Quarterly,2005-06-30,Europe,632846000,45.03,427.38
Quarterly,2005-06-30,Asia,,,427.38
Quarterly,2005-06-30,Other,174111997.1599999964,12.39,427.38
Quarterly,2005-09-30,North America,3694994786.1599998474,242.85,439.67
Quarterly,2005-09-30,Europe,708364000,46.56,439.67
Quarterly,2005-09-30,Asia,,,439.67
Quarterly,2005-09-30,Other,191170619.2700000107,12.56,439.67
Quarterly,2005-12-31,North America,5036102833.1800003052,305.34,485.54
Quarterly,2005-12-31,Europe,1048112000,63.55,485.54
Quarterly,2005-12-31,Asia,,,485.54
Quarterly,2005-12-31,Other,295577110.6700000167,17.92,485.54
Quarterly,2006-03-31,North America,7543774213.779999733,403.16,553.43
Quarterly,2006-03-31,Europe,1389915820,74.28,553.43
Quarterly,2006-03-31,Asia,,,553.43
Quarterly,2006-03-31,Other,397894232.6000000238,21.26,553.43
Quarterly,2006-06-30,North America,8538891876.1300001144,432.91,627.11
Quarterly,2006-06-30,Europe,1819185170,92.23,627.11
Quarterly,2006-06-30,Asia,,,627.11
Quarterly,2006-06-30,Other,441470106.9800000191,22.38,627.11
Quarterly,2006-09-30,North America,8655364874.1100006104,449.25,621.66
Quarterly,2006-09-30,Europe,1786439480,92.72,621.66
Quarterly,2006-09-30,Asia,,,621.66
Quarterly,2006-09-30,Other,439933879.6600000262,22.83,621.66
Quarterly,2006-12-31,North America,10574367719.0900001526,517.5,613.86
Quarterly,2006-12-31,Europe,2090121140,102.76,613.86
Quarterly,2006-12-31,Asia,,,613.86
Quarterly,2006-12-31,Other,482648195.3799999952,23.62,613.86
Quarterly,2007-03-31,North America,11679991058.6900005341,548.98,649.6
Quarterly,2007-03-31,Europe,2270866600,106.73,649.6
Quarterly,2007-03-31,Asia,22142030,1.03,649.6
Quarterly,2007-03-31,Other,548770340.8300000429,25.79,649.6
Quarterly,2007-06-30,North America,11091806650.9699993134,530.35,667.21
Quarterly,2007-06-30,Europe,2444467097,116.88,667.21
Quarterly,2007-06-30,Asia,62740760,2.97,667.21
Quarterly,2007-06-30,Other,597152622.7400000095,28.55,667.21
Quarterly,2007-09-30,North America,15485583558.8999996185,648.26,679.84
Quarterly,2007-09-30,Europe,3117051695,130.49,679.84
Quarterly,2007-09-30,Asia,81664900,3.4,679.84
Quarterly,2007-09-30,Other,830790701.5399999619,34.78,679.84
Quarterly,2007-12-31,North America,18920687433.9700012207,703.59,788.11
Quarterly,2007-12-31,Europe,3877168622.4400000572,144.48,788.11
Quarterly,2007-12-31,Asia,118564500,4.38,788.11
Quarterly,2007-12-31,Other,1169393174.4800000191,43.49,788.11
Quarterly,2008-03-31,North America,21774300794.5,724.92,923.5
Quarterly,2008-03-31,Europe,5603086195,186.54,923.5
Quarterly,2008-03-31,Asia,117792014.5,3.9,923.5
Quarterly,2008-03-31,Other,1586615383.0499999523,52.84,923.5
Quarterly,2008-06-30,North America,21704221210.5,725.69,896.11
Quarterly,2008-06-30,Europe,5999896249,200.61,896.11
Quarterly,2008-06-30,Asia,129556498.8299999982,4.31,896.11
Quarterly,2008-06-30,Other,1271651522.6700000763,42.52,896.11
Quarterly,2008-09-30,North America,23737893924.7400016785,834.74,870.88
Quarterly,2008-09-30,Europe,6893142917,242.4,870.88
Quarterly,2008-09-30,Asia,140092448.5800000131,4.96,870.88
Quarterly,2008-09-30,Other,1177648200.5499999523,41.41,870.88
Quarterly,2008-12-31,North America,24198284099.7900009155,870,797.73
Quarterly,2008-12-31,Europe,8471802493.7399997711,304.63,797.73
Quarterly,2008-12-31,Asia,149455540.0099999905,5.41,797.73
Quarterly,2008-12-31,Other,1179874097.1800000668,42.41,797.73
Quarterly,2009-03-31,North America,35864201877.7600021362,1217.13,907.73
Quarterly,2009-03-31,Europe,12127227178,411.56,907.73
Quarterly,2009-03-31,Asia,144504130,4.87,907.73
Quarterly,2009-03-31,Other,1310921692.3699998856,44.49,907.73
Quarterly,2009-06-30,North America,36760629705.5899963379,1223.52,920.9
Quarterly,2009-06-30,Europe,13523927451.5799999237,450.12,920.9
Quarterly,2009-06-30,Asia,175372223.2400000095,5.77,920.9
Quarterly,2009-06-30,Other,1598644010.7000000477,53.21,920.9
Quarterly,2009-09-30,North America,38665056144.5800018311,1207.75,959.93
Quarterly,2009-09-30,Europe,16058612267.5599994659,501.61,959.93
Quarterly,2009-09-30,Asia,209762390,6.46,959.93
Quarterly,2009-09-30,Other,2136702750.5599999428,66.74,959.93
Quarterly,2009-12-31,North America,44928326762.9100036621,1265.79,1099.92
Quarterly,2009-12-31,Europe,18369940542.0600013733,517.54,1099.92
Quarterly,2009-12-31,Asia,284266470,7.92,1099.92
Quarterly,2009-12-31,Other,2502773469.2600002289,70.51,1099.92
Quarterly,2010-03-31,North America,45286112092.5199966431,1262.71,1109.04
Quarterly,2010-03-31,Europe,19525527970.5800018311,544.43,1109.04
Quarterly,2010-03-31,Asia,351249970,9.69,1109.04
Quarterly,2010-03-31,Other,2399200050,66.9,1109.04
Quarterly,2010-06-30,North America,58951099002.5500030518,1473.94,1194.38
Quarterly,2010-06-30,Europe,25362357541.2799987793,634.13,1194.38
Quarterly,2010-06-30,Asia,403189417.8500000238,9.96,1194.38
Quarterly,2010-06-30,Other,2642872851.6700000763,66.08,1194.38
Quarterly,2010-09-30,North America,62530320337.3899993896,1488.07,1226.88
Quarterly,2010-09-30,Europe,28054815929.0499992371,667.64,1226.88
Quarterly,2010-09-30,Asia,668204799.8600000143,15.69,1226.88
Quarterly,2010-09-30,Other,2785786582.9299998283,66.3,1226.88
Quarterly,2010-12-31,North America,67367409334.2300033569,1485.81,1368.06
Quarterly,2010-12-31,Europe,31552999862.1800003052,695.91,1368.06
Quarterly,2010-12-31,Asia,889973936.9400000572,19.38,1368.06
Quarterly,2010-12-31,Other,3060196090.3400001526,67.49,1368.06
Quarterly,2011-03-31,North America,66064101033.7099990845,1427.95,1386.64
Quarterly,2011-03-31,Europe,32397806821.8400001526,700.27,1386.64
Quarterly,2011-03-31,Asia,1079652120.3299999237,23.26,1386.64
Quarterly,2011-03-31,Other,2956521171.5900001526,63.9,1386.64
Quarterly,2011-06-30,North America,70277396313.5399932861,1451.92,1507.38
Quarterly,2011-06-30,Europe,35183980410.0599975586,726.9,1507.38
Quarterly,2011-06-30,Asia,1464076091.7000000477,29.83,1507.38
Quarterly,2011-06-30,Other,3091408250.7800002098,63.87,1507.38
Quarterly,2011-09-30,North America,78327788997.7200012207,1503.87,1703.42
Quarterly,2011-09-30,Europe,40689292275.3099975586,781.22,1703.42
Quarterly,2011-09-30,Asia,2066326828.7899999619,39.12,1703.42
Quarterly,2011-09-30,Other,3151263002.9899997711,60.5,1703.42
Quarterly,2011-12-31,North America,79017006133.7200012207,1569.66,1682.55
Quarterly,2011-12-31,Europe,41662416606.0400009155,841.03,1682.55
Quarterly,2011-12-31,Asia,2207251467.3899998665,43.38,1682.55
Quarterly,2011-12-31,Other,2794054702.0999999046,56.41,1682.55
Quarterly,2012-03-31,North America,86407790604.8099975586,1616.59,1688.78
Quarterly,2012-03-31,Europe,45740796786.9499969482,855.76,1688.78
Quarterly,2012-03-31,Asia,2487712606.2399997711,45.47,1688.78
Quarterly,2012-03-31,Other,2953418085.4200000763,55.26,1688.78
Quarterly,2012-06-30,North America,82698301720.2400054932,1609.14,1610.57
Quarterly,2012-06-30,Europe,44307365405.9800033569,862.13,1610.57
Quarterly,2012-06-30,Asia,2388731471.9299998283,45.49,1610.57
Quarterly,2012-06-30,Other,2819020764.3699998856,54.86,1610.57
Quarterly,2012-09-30,North America,95869194580.4400024414,1678.98,1652.23
Quarterly,2012-09-30,Europe,53144526682.5699996948,930.73,1652.23
Quarterly,2012-09-30,Asia,2730540270.1700000763,46.48,1652.23
Quarterly,2012-09-30,Other,3356687448.6199998856,58.78,1652.23
Quarterly,2012-12-31,North America,92426897784.0599975586,1727.64,1718.22
Quarterly,2012-12-31,Europe,51561052727.7200012207,963.78,1718.22
Quarterly,2012-12-31,Asia,2732943359.7399997711,49.54,1718.22
Quarterly,2012-12-31,Other,3319542197.1900000572,62.05,1718.22
Quarterly,2013-03-31,North America,81815847463.5,1592.21,1631.75
Quarterly,2013-03-31,Europe,46697460834.9499969482,908.78,1631.75
Quarterly,2013-03-31,Asia,2653215274.6999998093,49.6,1631.75
Quarterly,2013-03-31,Other,3164316185.2300000191,61.58,1631.75
Quarterly,2013-06-30,North America,49890681256.9100036621,1301.82,1418.08
Quarterly,2013-06-30,Europe,30003377267.7200012207,782.89,1418.08
Quarterly,2013-06-30,Asia,2019250566.6600000858,47.83,1418.08
Quarterly,2013-06-30,Other,2223815864.5300002098,58.02,1418.08
Quarterly,2013-09-30,North America,52685391039.2300033569,1235.36,1327.06
Quarterly,2013-09-30,Europe,31128082127.1199989319,729.88,1327.06
Quarterly,2013-09-30,Asia,2182669564.75,46.6,1327.06
Quarterly,2013-09-30,Other,2367132561.7600002289,55.5,1327.06
Quarterly,2013-12-31,North America,42833848991.5599975586,1108.85,1271.41
Quarterly,2013-12-31,Europe,25746474343.7700004578,666.5,1271.41
Quarterly,2013-12-31,Asia,1935792763.8800001144,43.46,1271.41
Quarterly,2013-12-31,Other,2123666545.5,54.98,1271.41
Quarterly,2014-03-31,North America,46378871752.9000015259,1116.74,1291.63
Quarterly,2014-03-31,Europe,27142854363.9700012207,653.56,1291.63
Quarterly,2014-03-31,Asia,1946580080.4500000477,42.28,1291.63
Quarterly,2014-03-31,Other,2202654137.9899997711,53.04,1291.63
Quarterly,2014-06-30,North America,46307580133.0800018311,1095.31,1288.65
Quarterly,2014-06-30,Europe,27549472641.0600013733,651.62,1288.65
Quarterly,2014-06-30,Asia,1850390323.1300001144,40.73,1288.65
Quarterly,2014-06-30,Other,2331481984.6100001335,55.15,1288.65
Quarterly,2014-09-30,North America,41824567840.5500030518,1069.37,1281.87
Quarterly,2014-09-30,Europe,24786796921.5699996948,633.75,1281.87
Quarterly,2014-09-30,Asia,1678438436.8800001144,40.05,1281.87
Quarterly,2014-09-30,Other,2039740323.8099999428,52.15,1281.87
Quarterly,2014-12-31,North America,38651702138.7399978638,1002.46,1200.26
Quarterly,2014-12-31,Europe,23986023476.8300018311,622.1,1200.26
Quarterly,2014-12-31,Asia,1645717869.2000000477,40.03,1200.26
Quarterly,2014-12-31,Other,1809823097.4700000286,46.94,1200.26
Quarterly,2015-03-31,North America,39384067257.8399963379,1032,1218.15
Quarterly,2015-03-31,Europe,23812953685.7099990845,623.98,1218.15
Quarterly,2015-03-31,Asia,1654870873.1199998856,40.78,1218.15
Quarterly,2015-03-31,Other,1625312741.8199999332,42.59,1218.15
Quarterly,2015-06-30,North America,37953296587.3399963379,1008.1,1192.47
Quarterly,2015-06-30,Europe,23778155332.5499992371,631.58,1192.47
Quarterly,2015-06-30,Asia,1627299015.7400000095,40.62,1192.47
Quarterly,2015-06-30,Other,1467105803.2999999523,38.97,1192.47
Quarterly,2015-09-30,North America,34884890811.5199966431,974,1124.47
Quarterly,2015-09-30,Europe,21349093654.1199989319,596.08,1124.47
Quarterly,2015-09-30,Asia,1643681276.25,43.09,1124.47
Quarterly,2015-09-30,Other,1464866805.4600000381,40.9,1124.47
Quarterly,2015-12-31,North America,31379712545.7700004578,918.82,1104.21
Quarterly,2015-12-31,Europe,19863523975.3699989319,581.62,1104.21
Quarterly,2015-12-31,Asia,1687889006.5399999619,46.85,1104.21
Quarterly,2015-12-31,Other,1387692485.4600000381,40.63,1104.21
Quarterly,2016-03-31,North America,44863334650,1128.06,1181.89
Quarterly,2016-03-31,Europe,27818421202.25,699.47,1181.89
Quarterly,2016-03-31,Asia,2439708701.1100001335,59.81,1181.89
Quarterly,2016-03-31,Other,1775514592.0199999809,44.65,1181.89
Quarterly,2016-06-30,North America,54528028009.3300018311,1284.13,1259.36
Quarterly,2016-06-30,Europe,32815801295.25,772.81,1259.36
Quarterly,2016-06-30,Asia,2803171606.2199997902,64.81,1259.36
Quarterly,2016-06-30,Other,2010394609.7000000477,47.35,1259.36
Quarterly,2016-09-30,North America,55419255576.7600021362,1303.39,1334.53
Quarterly,2016-09-30,Europe,37708957842.0599975586,886.87,1334.53
Quarterly,2016-09-30,Asia,3286539346.9899997711,75.06,1334.53
Quarterly,2016-09-30,Other,2170236373.0999999046,51.04,1334.53
Quarterly,2016-12-31,North America,42702755738.1500015259,1145.89,1216.41
Quarterly,2016-12-31,Europe,31765294099.7299995422,852.4,1216.41
Quarterly,2016-12-31,Asia,3356475287.3800001144,87.01,1216.41
Quarterly,2016-12-31,Other,1703518945.6600000858,45.71,1216.41
Quarterly,2017-03-31,North America,46451464349.6999969482,1160.62,1218.56
Quarterly,2017-03-31,Europe,38043267592.8199996948,950.54,1218.56
Quarterly,2017-03-31,Asia,3307388656.7600002289,80.26,1218.56
Quarterly,2017-03-31,Other,1970691580.7999999523,49.24,1218.56
Quarterly,2017-06-30,North America,47576511201.7200012207,1191.22,1257.72
Quarterly,2017-06-30,Europe,39354317658.9800033569,985.35,1257.72
Quarterly,2017-06-30,Asia,3203904119.6399998665,77.63,1257.72
Quarterly,2017-06-30,Other,1956342414.7200000286,48.98,1257.72
Quarterly,2017-09-30,North America,50389082888.0500030518,1221.48,1278.02
Quarterly,2017-09-30,Europe,41159554786.3499984741,997.74,1278.02
Quarterly,2017-09-30,Asia,2916688883.1799998283,68.38,1278.02
Quarterly,2017-09-30,Other,1974184908.6400001049,47.85,1278.02
Quarterly,2017-12-31,North America,51727574956.3700027466,1240.96,1275.41
Quarterly,2017-12-31,Europe,43046621230.4499969482,1032.7,1275.41
Quarterly,2017-12-31,Asia,3541528669.8499999046,82.96,1275.41
Quarterly,2017-12-31,Other,1879590236.0799999237,45.09,1275.41
Quarterly,2018-03-31,North America,54380920943.25,1277.66,1328.7
Quarterly,2018-03-31,Europe,43975314040.8300018311,1033.19,1328.7
Quarterly,2018-03-31,Asia,3358909004.2100000381,76.7,1328.7
Quarterly,2018-03-31,Other,1846184758.0099999905,43.38,1328.7
Quarterly,2018-06-30,North America,50138263865.8600006104,1247.13,1306.28
Quarterly,2018-06-30,Europe,43500836656.9100036621,1082.03,1306.28
Quarterly,2018-06-30,Asia,3839822487.9400000572,93.64,1306.28
Quarterly,2018-06-30,Other,1530780095.2799999714,38.07,1306.28
Quarterly,2018-09-30,North America,44720375950.5500030518,1171.58,1212.96
Quarterly,2018-09-30,Europe,40767137649.0800018311,1068.01,1212.96
Quarterly,2018-09-30,Asia,3201656248.3699998856,82.15,1212.96
Quarterly,2018-09-30,Other,1351069831.3299999237,34.82,1212.96
Quarterly,2018-12-31,North America,50628809978.0500030518,1228.68,1228.71
Quarterly,2018-12-31,Europe,46627492207.1399993896,1131.57,1228.71
Quarterly,2018-12-31,Asia,3267175852.9299998283,77.62,1228.71
Quarterly,2018-12-31,Other,1407272217.0499999523,34.1,1228.71
Quarterly,2019-03-31,North America,52284619299.5599975586,1255.39,1303.44
Quarterly,2019-03-31,Europe,48006012677.4700012207,1152.66,1303.44
Quarterly,2019-03-31,Asia,3096117371.5100002289,72.83,1303.44
Quarterly,2019-03-31,Other,1429731873.0399999619,34.02,1303.44
Quarterly,2019-06-30,North America,57063863403.7399978638,1259.68,1307.46
Quarterly,2019-06-30,Europe,55584356753.8399963379,1227.02,1307.46
Quarterly,2019-06-30,Asia,3176393757.0799999237,68.34,1307.46
Quarterly,2019-06-30,Other,1527234702.3299999237,33.52,1307.46
Quarterly,2019-09-30,North America,68873981482.6799926758,1442.28,1472.95
Quarterly,2019-09-30,Europe,61366528054.4700012207,1285.07,1472.95
Quarterly,2019-09-30,Asia,4033633947.5300002098,82.33,1472.95
Quarterly,2019-09-30,Other,1974780714.1300001144,41.25,1472.95
Quarterly,2019-12-31,North America,70380154941.9600067139,1437.34,1482.05
Quarterly,2019-12-31,Europe,64436643468.8799972534,1315.96,1482.05
Quarterly,2019-12-31,Asia,3879947710.6599998474,77.55,1482.05
Quarterly,2019-12-31,Other,2186593321.9200000763,44.72,1482.05
Quarterly,2020-03-31,North America,80998570026.0200042725,1565.83,1581.88
Quarterly,2020-03-31,Europe,75967529743.9799957275,1468.57,1581.88
Quarterly,2020-03-31,Asia,4773631378.25,91.41,1581.88
Quarterly,2020-03-31,Other,2620490244.5199999809,50.66,1581.88
Quarterly,2020-06-30,North America,107745428302.6699981689,1895.4,1710.42
Quarterly,2020-06-30,Europe,88392667517.0500030518,1554.96,1710.42
Quarterly,2020-06-30,Asia,5806519741.970000267,99.89,1710.42
Quarterly,2020-06-30,Other,3373098829.9499998093,59.33,1710.42
Quarterly,2020-09-30,North America,126574858120.7599945068,2086.45,1909.3
Quarterly,2020-09-30,Europe,98381737483.8200073242,1621.72,1909.3
Quarterly,2020-09-30,Asia,7389795829.4600000381,119.88,1909.3
Quarterly,2020-09-30,Other,3969061349.0300002098,65.43,1909.3
Quarterly,2020-12-31,North America,121618344076.5700073242,2000.29,1874.41
Quarterly,2020-12-31,Europe,96769665094.9199981689,1591.6,1874.41
Quarterly,2020-12-31,Asia,7151927949.5,115.14,1874.41
Quarterly,2020-12-31,Other,3714134752.7899999619,61.09,1874.41
Quarterly,2021-03-31,North America,100850538985.6100006104,1854.94,1795.52
Quarterly,2021-03-31,Europe,83810885789.4400024414,1541.53,1795.52
Quarterly,2021-03-31,Asia,7416284372.3400001526,132.91,1795.52
Quarterly,2021-03-31,Other,3402079683.5199999809,62.59,1795.52
Quarterly,2021-06-30,North America,106060953499.1799926758,1871.01,1814.23
Quarterly,2021-06-30,Europe,88990294584.0099945068,1569.87,1814.23
Quarterly,2021-06-30,Asia,7620915684.8999996185,131.14,1814.23
Quarterly,2021-06-30,Other,3440654446.4200000763,60.71,1814.23
Quarterly,2021-09-30,North America,102279655490.3899993896,1825.37,1789.66
Quarterly,2021-09-30,Europe,88623661772.2100067139,1581.65,1789.66
Quarterly,2021-09-30,Asia,7776306478.1099996567,135.28,1789.66
Quarterly,2021-09-30,Other,3394384195.4200000763,60.6,1789.66
Quarterly,2021-12-31,North America,105273654335.2100067139,1799.01,1795.21
Quarterly,2021-12-31,Europe,92444888862.3300018311,1579.78,1795.21
Quarterly,2021-12-31,Asia,8424958955.8000001907,140.16,1795.21
Quarterly,2021-12-31,Other,3542808343.4899997711,60.54,1795.21
Quarterly,2022-03-31,North America,123083936947.4499969482,1971.19,1876.27
Quarterly,2022-03-31,Europe,105716251236.9400024414,1693.04,1876.27
Quarterly,2022-03-31,Asia,7989434193.9399995804,125.4,1876.27
Quarterly,2022-03-31,Other,3896684639.9699997902,62.44,1876.27
Quarterly,2022-06-30,North America,112567701175.1999969482,1926.94,1873.27
Quarterly,2022-06-30,Europe,98736231988.1699981689,1690.17,1873.27
Quarterly,2022-06-30,Asia,7497070314.6000003815,124.28,1873.27
Quarterly,2022-06-30,Other,3660597031.9400000572,62.67,1873.27
Quarterly,2022-09-30,North America,95488921713.8699951172,1776.6,1728.28
Quarterly,2022-09-30,Europe,85861016674.9199981689,1597.47,1728.28
Quarterly,2022-09-30,Asia,7067309146.9399995804,124.82,1728.28
Quarterly,2022-09-30,Other,3302517200.5700001717,61.44,1728.28
Quarterly,2022-12-31,North America,100477467660.4499969482,1724.39,1730.48
