date,region,tonnes_including_us,tonnes_excluding_us,world_total_including_us,world_total_excluding_us,united_states_tonnes,reported_countries,carried_forward_countries,unavailable_countries
2011-03-31,Western Europe,11813.53,11813.53,26879.78,18746.32,8133.46,119,1,3
2011-03-31,East Asia,2261.48,2261.48,26879.78,18746.32,8133.46,119,1,3
2011-03-31,Central and Eastern Europe,1304.78,1304.78,26879.78,18746.32,8133.46,119,1,3
2011-03-31,Central Asia,94.67,94.67,26879.78,18746.32,8133.46,119,1,3
2011-03-31,South Asia,648.89,648.89,26879.78,18746.32,8133.46,119,1,3
2011-03-31,Middle East & North Africa,1174.01,1174.01,26879.78,18746.32,8133.46,119,1,3
2011-03-31,South East Asia,522.70,522.70,26879.78,18746.32,8133.46,119,1,3
2011-03-31,Latin America & Caribbean,680.85,680.85,26879.78,18746.32,8133.46,119,1,3
2011-03-31,Sub-Saharan Africa,162.15,162.15,26879.78,18746.32,8133.46,119,1,3
2011-03-31,Australasia / Oceania,79.87,79.87,26879.78,18746.32,8133.46,119,1,3
2011-06-30,North America,8136.85,3.39,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Western Europe,11813.56,11813.56,26945.95,18812.49,8133.46,119,1,3
2011-06-30,East Asia,2261.48,2261.48,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Central and Eastern Europe,1333.13,1333.13,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Central Asia,97.92,97.92,26945.95,18812.49,8133.46,119,1,3
2011-06-30,South Asia,653.12,653.12,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Middle East & North Africa,1175.56,1175.56,26945.95,18812.49,8133.46,119,1,3
2011-06-30,South East Asia,545.71,545.71,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Latin America & Caribbean,686.60,686.60,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Sub-Saharan Africa,162.15,162.15,26945.95,18812.49,8133.46,119,1,3
2011-06-30,Australasia / Oceania,79.87,79.87,26945.95,18812.49,8133.46,119,1,3
2011-09-30,North America,8136.85,3.39,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Western Europe,11813.59,11813.59,27014.32,18880.86,8133.46,118,2,3
2011-09-30,East Asia,2286.75,2286.75,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Central and Eastern Europe,1347.90,1347.90,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Central Asia,99.63,99.63,27014.32,18880.86,8133.46,118,2,3
2011-09-30,South Asia,648.72,648.72,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Middle East & North Africa,1174.01,1174.01,27014.32,18880.86,8133.46,118,2,3
2011-09-30,South East Asia,555.27,555.27,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Latin America & Caribbean,709.58,709.58,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Sub-Saharan Africa,162.15,162.15,27014.32,18880.86,8133.46,118,2,3
2011-09-30,Australasia / Oceania,79.87,79.87,27014.32,18880.86,8133.46,118,2,3
2011-12-31,North America,8136.85,3.39,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Western Europe,11809.10,11809.10,27057.40,18923.94,8133.46,118,2,3
2011-12-31,East Asia,2301.72,2301.72,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Central and Eastern Europe,1386.47,1386.47,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Central Asia,111.15,111.15,27057.40,18923.94,8133.46,118,2,3
2011-12-31,South Asia,647.10,647.10,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Middle East & North Africa,1146.82,1146.82,27057.40,18923.94,8133.46,118,2,3
2011-12-31,South East Asia,571.71,571.71,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Latin America & Caribbean,704.28,704.28,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Sub-Saharan Africa,162.33,162.33,27057.40,18923.94,8133.46,118,2,3
2011-12-31,Australasia / Oceania,79.87,79.87,27057.40,18923.94,8133.46,118,2,3
2012-03-31,North America,8136.85,3.39,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Western Europe,11809.16,11809.16,27139.86,19006.40,8133.46,118,2,3
2012-03-31,East Asia,2301.74,2301.74,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Central and Eastern Europe,1405.49,1405.49,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Central Asia,125.51,125.51,27139.86,19006.40,8133.46,118,2,3
2012-03-31,South Asia,643.29,643.29,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Middle East & North Africa,1147.13,1147.13,27139.86,19006.40,8133.46,118,2,3
2012-03-31,South East Asia,606.81,606.81,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Latin America & Caribbean,720.87,720.87,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Sub-Saharan Africa,163.14,163.14,27139.86,19006.40,8133.46,118,2,3
2012-03-31,Australasia / Oceania,79.87,79.87,27139.86,19006.40,8133.46,118,2,3
2012-06-30,North America,8136.85,3.39,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Western Europe,11808.47,11808.47,27177.29,19043.83,8133.46,118,2,3
2012-06-30,East Asia,2302.05,2302.05,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Central and Eastern Europe,1431.62,1431.62,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Central Asia,131.20,131.20,27177.29,19043.83,8133.46,118,2,3
2012-06-30,South Asia,645.72,645.72,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Middle East & North Africa,1147.46,1147.46,27177.29,19043.83,8133.46,118,2,3
2012-06-30,South East Asia,607.02,607.02,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Latin America & Caribbean,723.89,723.89,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Sub-Saharan Africa,163.14,163.14,27177.29,19043.83,8133.46,118,2,3
2012-06-30,Australasia / Oceania,79.87,79.87,27177.29,19043.83,8133.46,118,2,3
2012-09-30,North America,8136.85,3.39,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Western Europe,11808.54,11808.54,27240.07,19106.61,8133.46,118,2,3
2012-09-30,East Asia,2319.10,2319.10,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Central and Eastern Europe,1448.48,1448.48,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Central Asia,133.48,133.48,27240.07,19106.61,8133.46,118,2,3
2012-09-30,South Asia,641.40,641.40,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Middle East & North Africa,1171.22,1171.22,27240.07,19106.61,8133.46,118,2,3
2012-09-30,South East Asia,607.16,607.16,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Latin America & Caribbean,730.79,730.79,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Sub-Saharan Africa,163.18,163.18,27240.07,19106.61,8133.46,118,2,3
2012-09-30,Australasia / Oceania,79.87,79.87,27240.07,19106.61,8133.46,118,2,3
2012-12-31,North America,8136.85,3.39,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Western Europe,11804.37,11804.37,27331.63,19198.17,8133.46,118,2,3
2012-12-31,East Asia,2333.12,2333.12,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Central and Eastern Europe,1473.82,1473.82,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Central Asia,146.44,146.44,27331.63,19198.17,8133.46,118,2,3
2012-12-31,South Asia,651.39,651.39,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Middle East & North Africa,1171.84,1171.84,27331.63,19198.17,8133.46,118,2,3
2012-12-31,South East Asia,606.23,606.23,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Latin America & Caribbean,764.05,764.05,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Sub-Saharan Africa,163.65,163.65,27331.63,19198.17,8133.46,118,2,3
2012-12-31,Australasia / Oceania,79.87,79.87,27331.63,19198.17,8133.46,118,2,3
2013-03-31,North America,8136.66,3.20,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Western Europe,11804.46,11804.46,27578.91,19445.45,8133.46,119,2,2
2013-03-31,East Asia,2355.27,2355.27,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Central and Eastern Europe,1503.06,1503.06,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Central Asia,335.09,335.09,27578.91,19445.45,8133.46,119,2,2
2013-03-31,South Asia,655.04,655.04,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Middle East & North Africa,1172.15,1172.15,27578.91,19445.45,8133.46,119,2,2
2013-03-31,South East Asia,608.05,608.05,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Latin America & Caribbean,765.58,765.58,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Sub-Saharan Africa,163.68,163.68,27578.91,19445.45,8133.46,119,2,2
2013-03-31,Australasia / Oceania,79.87,79.87,27578.91,19445.45,8133.46,119,2,2
2013-06-30,North America,8136.63,3.17,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Western Europe,11803.70,11803.70,27644.14,19510.68,8133.46,119,2,2
2013-06-30,East Asia,2353.60,2353.60,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Central and Eastern Europe,1525.71,1525.71,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Central Asia,372.56,372.56,27644.14,19510.68,8133.46,119,2,2
2013-06-30,South Asia,659.45,659.45,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Middle East & North Africa,1172.62,1172.62,27644.14,19510.68,8133.46,119,2,2
2013-06-30,South East Asia,610.24,610.24,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Latin America & Caribbean,765.62,765.62,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Sub-Saharan Africa,164.14,164.14,27644.14,19510.68,8133.46,119,2,2
2013-06-30,Australasia / Oceania,79.87,79.87,27644.14,19510.68,8133.46,119,2,2
2013-09-30,North America,8136.51,3.05,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Western Europe,11803.77,11803.77,27676.75,19543.29,8133.46,119,2,2
2013-09-30,East Asia,2352.14,2352.14,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Central and Eastern Europe,1553.27,1553.27,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Central Asia,376.11,376.11,27676.75,19543.29,8133.46,119,2,2
2013-09-30,South Asia,662.19,662.19,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Middle East & North Africa,1172.61,1172.61,27676.75,19543.29,8133.46,119,2,2
2013-09-30,South East Asia,610.59,610.59,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Latin America & Caribbean,765.41,765.41,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Sub-Saharan Africa,164.28,164.28,27676.75,19543.29,8133.46,119,2,2
2013-09-30,Australasia / Oceania,79.87,79.87,27676.75,19543.29,8133.46,119,2,2
2013-12-31,North America,8136.45,2.99,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Western Europe,11800.41,11800.41,27732.83,19599.37,8133.46,119,2,2
2013-12-31,East Asia,2353.39,2353.39,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Central and Eastern Europe,1581.08,1581.08,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Central Asia,391.77,391.77,27732.83,19599.37,8133.46,119,2,2
2013-12-31,South Asia,662.27,662.27,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Middle East & North Africa,1186.01,1186.01,27732.83,19599.37,8133.46,119,2,2
2013-12-31,South East Asia,611.04,611.04,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Latin America & Caribbean,765.17,765.17,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Sub-Saharan Africa,165.37,165.37,27732.83,19599.37,8133.46,119,2,2
2013-12-31,Australasia / Oceania,79.87,79.87,27732.83,19599.37,8133.46,119,2,2
2014-03-31,North America,8136.45,2.99,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Western Europe,11798.69,11798.69,27780.48,19647.02,8133.46,119,2,2
2014-03-31,East Asia,2351.94,2351.94,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Central and Eastern Europe,1587.02,1587.02,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Central Asia,408.22,408.22,27780.48,19647.02,8133.46,119,2,2
2014-03-31,South Asia,660.85,660.85,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Middle East & North Africa,1219.07,1219.07,27780.48,19647.02,8133.46,119,2,2
2014-03-31,South East Asia,610.55,610.55,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Latin America & Caribbean,763.18,763.18,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Sub-Saharan Africa,164.64,164.64,27780.48,19647.02,8133.46,119,2,2
2014-03-31,Australasia / Oceania,79.87,79.87,27780.48,19647.02,8133.46,119,2,2
2014-06-30,North America,8136.45,2.99,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Western Europe,11796.39,11796.39,27862.94,19729.48,8133.46,119,2,2
2014-06-30,East Asia,2351.97,2351.97,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Central and Eastern Europe,1636.12,1636.12,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Central Asia,440.44,440.44,27862.94,19729.48,8133.46,119,2,2
2014-06-30,South Asia,661.89,661.89,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Middle East & North Africa,1234.88,1234.88,27862.94,19729.48,8133.46,119,2,2
2014-06-30,South East Asia,611.00,611.00,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Latin America & Caribbean,749.59,749.59,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Sub-Saharan Africa,164.33,164.33,27862.94,19729.48,8133.46,119,2,2
2014-06-30,Australasia / Oceania,79.88,79.88,27862.94,19729.48,8133.46,119,2,2
2014-09-30,North America,8136.45,2.99,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Western Europe,11796.46,11796.46,27970.72,19837.26,8133.46,118,3,2
2014-09-30,East Asia,2353.74,2353.74,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Central and Eastern Europe,1696.13,1696.13,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Central Asia,482.21,482.21,27970.72,19837.26,8133.46,118,3,2
2014-09-30,South Asia,663.67,663.67,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Middle East & North Africa,1237.99,1237.99,27970.72,19837.26,8133.46,118,3,2
2014-09-30,South East Asia,611.45,611.45,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Latin America & Caribbean,744.37,744.37,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Sub-Saharan Africa,168.37,168.37,27970.72,19837.26,8133.46,118,3,2
2014-09-30,Australasia / Oceania,79.88,79.88,27970.72,19837.26,8133.46,118,3,2
2014-12-31,North America,8136.45,2.99,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Western Europe,11796.37,11796.37,28037.42,19903.96,8133.46,118,3,2
2014-12-31,East Asia,2352.33,2352.33,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Central and Eastern Europe,1744.69,1744.69,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Central Asia,500.89,500.89,28037.42,19903.96,8133.46,118,3,2
2014-12-31,South Asia,663.96,663.96,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Middle East & North Africa,1237.36,1237.36,28037.42,19903.96,8133.46,118,3,2
2014-12-31,South East Asia,612.21,612.21,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Latin America & Caribbean,743.81,743.81,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Sub-Saharan Africa,169.47,169.47,28037.42,19903.96,8133.46,118,3,2
2014-12-31,Australasia / Oceania,79.88,79.88,28037.42,19903.96,8133.46,118,3,2
2015-03-31,North America,8136.45,2.99,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Western Europe,11795.71,11795.71,28046.16,19912.70,8133.46,119,2,2
2015-03-31,East Asia,2351.30,2351.30,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Central and Eastern Europe,1777.17,1777.17,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Central Asia,508.43,508.43,28046.16,19912.70,8133.46,119,2,2
2015-03-31,South Asia,663.15,663.15,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Middle East & North Africa,1251.37,1251.37,28046.16,19912.70,8133.46,119,2,2
2015-03-31,South East Asia,604.92,604.92,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Latin America & Caribbean,707.20,707.20,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Sub-Saharan Africa,170.58,170.58,28046.16,19912.70,8133.46,119,2,2
2015-03-31,Australasia / Oceania,79.88,79.88,28046.16,19912.70,8133.46,119,2,2
2015-06-30,North America,8136.45,2.99,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Western Europe,11793.37,11793.37,28691.69,20558.23,8133.46,119,2,2
2015-06-30,East Asia,2955.99,2955.99,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Central and Eastern Europe,1813.90,1813.90,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Central Asia,539.19,539.19,28691.69,20558.23,8133.46,119,2,2
2015-06-30,South Asia,663.39,663.39,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Middle East & North Africa,1254.81,1254.81,28691.69,20558.23,8133.46,119,2,2
2015-06-30,South East Asia,605.38,605.38,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Latin America & Caribbean,678.73,678.73,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Sub-Saharan Africa,170.60,170.60,28691.69,20558.23,8133.46,119,2,2
2015-06-30,Australasia / Oceania,79.88,79.88,28691.69,20558.23,8133.46,119,2,2
2015-09-30,North America,8136.45,2.99,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Western Europe,11793.49,11793.49,28845.74,20712.28,8133.46,119,2,2
2015-09-30,East Asia,3005.61,3005.61,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Central and Eastern Europe,1893.79,1893.79,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Central Asia,561.17,561.17,28845.74,20712.28,8133.46,119,2,2
2015-09-30,South Asia,663.91,663.91,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Middle East & North Africa,1264.22,1264.22,28845.74,20712.28,8133.46,119,2,2
2015-09-30,South East Asia,606.14,606.14,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Latin America & Caribbean,671.11,671.11,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Sub-Saharan Africa,169.97,169.97,28845.74,20712.28,8133.46,119,2,2
2015-09-30,Australasia / Oceania,79.88,79.88,28845.74,20712.28,8133.46,119,2,2
2015-12-31,North America,8135.16,1.70,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Western Europe,11793.59,11793.59,28956.81,20823.35,8133.46,118,3,2
2015-12-31,East Asia,3059.87,3059.87,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Central and Eastern Europe,1954.43,1954.43,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Central Asia,572.17,572.17,28956.81,20823.35,8133.46,118,3,2
2015-12-31,South Asia,664.41,664.41,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Middle East & North Africa,1276.79,1276.79,28956.81,20823.35,8133.46,118,3,2
2015-12-31,South East Asia,608.80,608.80,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Latin America & Caribbean,642.05,642.05,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Sub-Saharan Africa,169.66,169.66,28956.81,20823.35,8133.46,118,3,2
2015-12-31,Australasia / Oceania,79.88,79.88,28956.81,20823.35,8133.46,118,3,2
2016-03-31,North America,8133.46,0.00,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Western Europe,11793.70,11793.70,29006.48,20873.02,8133.46,118,3,2
2016-03-31,East Asia,3092.78,3092.78,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Central and Eastern Europe,2001.41,2001.41,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Central Asia,590.58,590.58,29006.48,20873.02,8133.46,118,3,2
2016-03-31,South Asia,664.62,664.62,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Middle East & North Africa,1272.54,1272.54,29006.48,20873.02,8133.46,118,3,2
2016-03-31,South East Asia,607.92,607.92,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Latin America & Caribbean,598.93,598.93,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Sub-Saharan Africa,170.66,170.66,29006.48,20873.02,8133.46,118,3,2
2016-03-31,Australasia / Oceania,79.88,79.88,29006.48,20873.02,8133.46,118,3,2
2016-06-30,North America,8133.46,0.00,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Western Europe,11791.09,11791.09,29047.92,20914.46,8133.46,118,3,2
2016-06-30,East Asia,3119.42,3119.42,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Central and Eastern Europe,2035.33,2035.33,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Central Asia,611.41,611.41,29047.92,20914.46,8133.46,118,3,2
2016-06-30,South Asia,664.44,664.44,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Middle East & North Africa,1270.39,1270.39,29047.92,20914.46,8133.46,118,3,2
2016-06-30,South East Asia,608.32,608.32,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Latin America & Caribbean,562.28,562.28,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Sub-Saharan Africa,171.90,171.90,29047.92,20914.46,8133.46,118,3,2
2016-06-30,Australasia / Oceania,79.88,79.88,29047.92,20914.46,8133.46,118,3,2
2016-09-30,North America,8133.46,0.00,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Western Europe,11790.87,11790.87,29121.46,20988.00,8133.46,118,3,2
2016-09-30,East Asia,3135.14,3135.14,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Central and Eastern Europe,2081.88,2081.88,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Central Asia,625.79,625.79,29121.46,20988.00,8133.46,118,3,2
2016-09-30,South Asia,664.49,664.49,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Middle East & North Africa,1271.34,1271.34,29121.46,20988.00,8133.46,118,3,2
2016-09-30,South East Asia,609.03,609.03,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Latin America & Caribbean,557.33,557.33,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Sub-Saharan Africa,172.25,172.25,29121.46,20988.00,8133.46,118,3,2
2016-09-30,Australasia / Oceania,79.88,79.88,29121.46,20988.00,8133.46,118,3,2
2016-12-31,North America,8133.46,0.00,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Western Europe,11790.94,11790.94,29204.27,21070.81,8133.46,118,3,2
2016-12-31,East Asia,3139.63,3139.63,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Central and Eastern Europe,2144.72,2144.72,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Central Asia,627.85,627.85,29204.27,21070.81,8133.46,118,3,2
2016-12-31,South Asia,664.75,664.75,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Middle East & North Africa,1284.33,1284.33,29204.27,21070.81,8133.46,118,3,2
2016-12-31,South East Asia,614.25,614.25,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Latin America & Caribbean,551.84,551.84,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Sub-Saharan Africa,172.62,172.62,29204.27,21070.81,8133.46,118,3,2
2016-12-31,Australasia / Oceania,79.88,79.88,29204.27,21070.81,8133.46,118,3,2
2017-03-31,North America,8133.46,0.00,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Western Europe,11791.06,11791.06,29264.58,21131.12,8133.46,118,3,2
2017-03-31,East Asia,3138.76,3138.76,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Central and Eastern Europe,2187.26,2187.26,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Central Asia,647.73,647.73,29264.58,21131.12,8133.46,118,3,2
2017-03-31,South Asia,664.98,664.98,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Middle East & North Africa,1282.45,1282.45,29264.58,21131.12,8133.46,118,3,2
2017-03-31,South East Asia,615.56,615.56,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Latin America & Caribbean,550.82,550.82,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Sub-Saharan Africa,172.62,172.62,29264.58,21131.12,8133.46,118,3,2
2017-03-31,Australasia / Oceania,79.88,79.88,29264.58,21131.12,8133.46,118,3,2
2017-06-30,North America,8133.46,0.00,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Western Europe,11787.29,11787.29,29344.30,21210.84,8133.46,118,3,2
2017-06-30,East Asia,3140.65,3140.65,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Central and Eastern Europe,2246.56,2246.56,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Central Asia,664.90,664.90,29344.30,21210.84,8133.46,118,3,2
2017-06-30,South Asia,664.94,664.94,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Middle East & North Africa,1281.87,1281.87,29344.30,21210.84,8133.46,118,3,2
2017-06-30,South East Asia,616.49,616.49,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Latin America & Caribbean,555.61,555.61,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Sub-Saharan Africa,172.65,172.65,29344.30,21210.84,8133.46,118,3,2
2017-06-30,Australasia / Oceania,79.88,79.88,29344.30,21210.84,8133.46,118,3,2
2017-09-30,North America,8133.46,0.00,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Western Europe,11786.92,11786.92,29432.99,21299.53,8133.46,118,3,2
2017-09-30,East Asia,3141.20,3141.20,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Central and Eastern Europe,2343.22,2343.22,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Central Asia,649.98,649.98,29432.99,21299.53,8133.46,118,3,2
2017-09-30,South Asia,665.08,665.08,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Middle East & North Africa,1282.49,1282.49,29432.99,21299.53,8133.46,118,3,2
2017-09-30,South East Asia,620.66,620.66,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Latin America & Caribbean,557.45,557.45,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Sub-Saharan Africa,172.65,172.65,29432.99,21299.53,8133.46,118,3,2
2017-09-30,Australasia / Oceania,79.88,79.88,29432.99,21299.53,8133.46,118,3,2
2017-12-31,North America,8133.46,0.00,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Western Europe,11786.95,11786.95,29543.29,21409.83,8133.46,118,3,2
2017-12-31,East Asia,3142.15,3142.15,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Central and Eastern Europe,2438.06,2438.06,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Central Asia,680.79,680.79,29543.29,21409.83,8133.46,118,3,2
2017-12-31,South Asia,665.33,665.33,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Middle East & North Africa,1293.67,1293.67,29543.29,21409.83,8133.46,118,3,2
2017-12-31,South East Asia,620.66,620.66,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Latin America & Caribbean,529.65,529.65,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Sub-Saharan Africa,172.69,172.69,29543.29,21409.83,8133.46,118,3,2
2017-12-31,Australasia / Oceania,79.88,79.88,29543.29,21409.83,8133.46,118,3,2
2018-03-31,North America,8133.46,0.00,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Western Europe,11785.59,11785.59,29600.09,21466.63,8133.46,117,4,2
2018-03-31,East Asia,3141.20,3141.20,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Central and Eastern Europe,2518.78,2518.78,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Central Asia,683.93,683.93,29600.09,21466.63,8133.46,117,4,2
