date,region,tonnes_including_us,tonnes_excluding_us,world_total_including_us,world_total_excluding_us,united_states_tonnes,reported_countries,carried_forward_countries,unavailable_countries
2018-03-31,South Asia,666.24,666.24,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Middle East & North Africa,1277.37,1277.37,29600.09,21466.63,8133.46,117,4,2
2018-03-31,South East Asia,620.70,620.70,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Latin America & Caribbean,520.24,520.24,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Sub-Saharan Africa,172.70,172.70,29600.09,21466.63,8133.46,117,4,2
2018-03-31,Australasia / Oceania,79.88,79.88,29600.09,21466.63,8133.46,117,4,2
2018-06-30,North America,8133.46,0.00,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Western Europe,11783.29,11783.29,29726.33,21592.87,8133.46,117,4,2
2018-06-30,East Asia,3144.63,3144.63,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Central and Eastern Europe,2580.71,2580.71,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Central Asia,716.53,716.53,29726.33,21592.87,8133.46,117,4,2
2018-06-30,South Asia,671.18,671.18,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Middle East & North Africa,1286.94,1286.94,29726.33,21592.87,8133.46,117,4,2
2018-06-30,South East Asia,618.65,618.65,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Latin America & Caribbean,538.36,538.36,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Sub-Saharan Africa,172.70,172.70,29726.33,21592.87,8133.46,117,4,2
2018-06-30,Australasia / Oceania,79.88,79.88,29726.33,21592.87,8133.46,117,4,2
2018-09-30,North America,8133.46,0.00,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Western Europe,11783.16,11783.16,29920.92,21787.46,8133.46,116,5,2
2018-09-30,East Asia,3150.84,3150.84,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Central and Eastern Europe,2692.52,2692.52,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Central Asia,753.06,753.06,29920.92,21787.46,8133.46,116,5,2
2018-09-30,South Asia,691.42,691.42,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Middle East & North Africa,1302.01,1302.01,29920.92,21787.46,8133.46,116,5,2
2018-09-30,South East Asia,625.19,625.19,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Latin America & Caribbean,536.68,536.68,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Sub-Saharan Africa,172.70,172.70,29920.92,21787.46,8133.46,116,5,2
2018-09-30,Australasia / Oceania,79.88,79.88,29920.92,21787.46,8133.46,116,5,2
2018-12-31,North America,8133.46,0.00,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Western Europe,11783.22,11783.22,30073.62,21940.16,8133.46,116,5,2
2018-12-31,East Asia,3166.52,3166.52,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Central and Eastern Europe,2817.46,2817.46,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Central Asia,760.97,760.97,30073.62,21940.16,8133.46,116,5,2
2018-12-31,South Asia,705.37,705.37,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Middle East & North Africa,1298.53,1298.53,30073.62,21940.16,8133.46,116,5,2
2018-12-31,South East Asia,629.43,629.43,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Latin America & Caribbean,526.08,526.08,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Sub-Saharan Africa,172.70,172.70,30073.62,21940.16,8133.46,116,5,2
2018-12-31,Australasia / Oceania,79.88,79.88,30073.62,21940.16,8133.46,116,5,2
2019-03-31,North America,8133.46,0.00,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Western Europe,11783.44,11783.44,30230.25,22096.79,8133.46,115,6,2
2019-03-31,East Asia,3196.70,3196.70,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Central and Eastern Europe,2904.87,2904.87,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Central Asia,763.32,763.32,30230.25,22096.79,8133.46,115,6,2
2019-03-31,South Asia,717.44,717.44,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Middle East & North Africa,1306.29,1306.29,30230.25,22096.79,8133.46,115,6,2
2019-03-31,South East Asia,629.43,629.43,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Latin America & Caribbean,542.72,542.72,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Sub-Saharan Africa,172.70,172.70,30230.25,22096.79,8133.46,115,6,2
2019-03-31,Australasia / Oceania,79.88,79.88,30230.25,22096.79,8133.46,115,6,2
2019-06-30,North America,8133.46,0.00,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Western Europe,11780.65,11780.65,30444.33,22310.87,8133.46,114,7,2
2019-06-30,East Asia,3240.90,3240.90,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Central and Eastern Europe,3061.87,3061.87,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Central Asia,782.97,782.97,30444.33,22310.87,8133.46,114,7,2
2019-06-30,South Asia,723.03,723.03,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Middle East & North Africa,1296.52,1296.52,30444.33,22310.87,8133.46,114,7,2
2019-06-30,South East Asia,629.44,629.44,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Latin America & Caribbean,542.91,542.91,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Sub-Saharan Africa,172.70,172.70,30444.33,22310.87,8133.46,114,7,2
2019-06-30,Australasia / Oceania,79.88,79.88,30444.33,22310.87,8133.46,114,7,2
2019-09-30,North America,8133.46,0.00,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Western Europe,11781.05,11781.05,30550.83,22417.37,8133.46,113,8,2
2019-09-30,East Asia,3263.41,3263.41,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Central and Eastern Europe,3140.84,3140.84,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Central Asia,766.17,766.17,30550.83,22417.37,8133.46,113,8,2
2019-09-30,South Asia,722.76,722.76,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Middle East & North Africa,1312.02,1312.02,30550.83,22417.37,8133.46,113,8,2
2019-09-30,South East Asia,629.32,629.32,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Latin America & Caribbean,549.67,549.67,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Sub-Saharan Africa,172.25,172.25,30550.83,22417.37,8133.46,113,8,2
2019-09-30,Australasia / Oceania,79.88,79.88,30550.83,22417.37,8133.46,113,8,2
2019-12-31,North America,8133.46,0.00,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Western Europe,11780.87,11780.87,30665.64,22532.18,8133.46,114,7,2
2019-12-31,East Asia,3265.40,3265.40,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Central and Eastern Europe,3214.56,3214.56,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Central Asia,776.99,776.99,30665.64,22532.18,8133.46,114,7,2
2019-12-31,South Asia,739.56,739.56,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Middle East & North Africa,1325.09,1325.09,30665.64,22532.18,8133.46,114,7,2
2019-12-31,South East Asia,634.45,634.45,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Latin America & Caribbean,543.12,543.12,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Sub-Saharan Africa,172.26,172.26,30665.64,22532.18,8133.46,114,7,2
2019-12-31,Australasia / Oceania,79.88,79.88,30665.64,22532.18,8133.46,114,7,2
2020-03-31,North America,8133.46,0.00,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Western Europe,11778.79,11778.79,30764.58,22631.12,8133.46,112,9,2
2020-03-31,East Asia,3265.83,3265.83,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Central and Eastern Europe,3303.12,3303.12,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Central Asia,770.21,770.21,30764.58,22631.12,8133.46,112,9,2
2020-03-31,South Asia,744.73,744.73,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Middle East & North Africa,1344.52,1344.52,30764.58,22631.12,8133.46,112,9,2
2020-03-31,South East Asia,634.47,634.47,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Latin America & Caribbean,537.31,537.31,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Sub-Saharan Africa,172.26,172.26,30764.58,22631.12,8133.46,112,9,2
2020-03-31,Australasia / Oceania,79.88,79.88,30764.58,22631.12,8133.46,112,9,2
2020-06-30,North America,8133.46,0.00,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Western Europe,11777.57,11777.57,30808.64,22675.18,8133.46,112,9,2
2020-06-30,East Asia,3260.48,3260.48,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Central and Eastern Europe,3337.00,3337.00,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Central Asia,771.55,771.55,30808.64,22675.18,8133.46,112,9,2
2020-06-30,South Asia,753.14,753.14,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Middle East & North Africa,1346.01,1346.01,30808.64,22675.18,8133.46,112,9,2
2020-06-30,South East Asia,635.46,635.46,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Latin America & Caribbean,541.83,541.83,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Sub-Saharan Africa,172.26,172.26,30808.64,22675.18,8133.46,112,9,2
2020-06-30,Australasia / Oceania,79.88,79.88,30808.64,22675.18,8133.46,112,9,2
2020-09-30,North America,8133.46,0.00,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Western Europe,11776.99,11776.99,30775.97,22642.51,8133.46,112,9,2
2020-09-30,East Asia,3259.06,3259.06,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Central and Eastern Europe,3301.76,3301.76,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Central Asia,740.08,740.08,30775.97,22642.51,8133.46,112,9,2
2020-09-30,South Asia,759.99,759.99,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Middle East & North Africa,1370.61,1370.61,30775.97,22642.51,8133.46,112,9,2
2020-09-30,South East Asia,632.64,632.64,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Latin America & Caribbean,549.23,549.23,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Sub-Saharan Africa,172.27,172.27,30775.97,22642.51,8133.46,112,9,2
2020-09-30,Australasia / Oceania,79.88,79.88,30775.97,22642.51,8133.46,112,9,2
2020-12-31,North America,8133.46,0.00,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Western Europe,11777.14,11777.14,30800.65,22667.19,8133.46,112,9,2
2020-12-31,East Asia,3251.85,3251.85,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Central and Eastern Europe,3266.65,3266.65,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Central Asia,772.87,772.87,30800.65,22667.19,8133.46,112,9,2
2020-12-31,South Asia,768.38,768.38,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Middle East & North Africa,1393.49,1393.49,30800.65,22667.19,8133.46,112,9,2
2020-12-31,South East Asia,635.27,635.27,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Latin America & Caribbean,549.35,549.35,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Sub-Saharan Africa,172.31,172.31,30800.65,22667.19,8133.46,112,9,2
2020-12-31,Australasia / Oceania,79.88,79.88,30800.65,22667.19,8133.46,112,9,2
2021-03-31,North America,8133.46,0.00,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Western Europe,11777.02,11777.02,30967.83,22834.37,8133.46,112,9,2
2021-03-31,East Asia,3335.01,3335.01,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Central and Eastern Europe,3332.71,3332.71,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Central Asia,792.30,792.30,30967.83,22834.37,8133.46,112,9,2
2021-03-31,South Asia,787.05,787.05,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Middle East & North Africa,1392.87,1392.87,30967.83,22834.37,8133.46,112,9,2
2021-03-31,South East Asia,615.52,615.52,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Latin America & Caribbean,549.70,549.70,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Sub-Saharan Africa,172.31,172.31,30967.83,22834.37,8133.46,112,9,2
2021-03-31,Australasia / Oceania,79.88,79.88,30967.83,22834.37,8133.46,112,9,2
2021-06-30,North America,8133.46,0.00,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Western Europe,11773.94,11773.94,31134.81,23001.35,8133.46,111,10,2
2021-06-30,East Asia,3337.60,3337.60,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Central and Eastern Europe,3340.08,3340.08,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Central Asia,778.66,778.66,31134.81,23001.35,8133.46,111,10,2
2021-06-30,South Asia,795.46,795.46,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Middle East & North Africa,1395.62,1395.62,31134.81,23001.35,8133.46,111,10,2
2021-06-30,South East Asia,724.16,724.16,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Latin America & Caribbean,603.63,603.63,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Sub-Saharan Africa,172.32,172.32,31134.81,23001.35,8133.46,111,10,2
2021-06-30,Australasia / Oceania,79.88,79.88,31134.81,23001.35,8133.46,111,10,2
2021-09-30,North America,8133.47,0.00,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Western Europe,11774.93,11774.93,31220.88,23087.41,8133.47,111,10,2
2021-09-30,East Asia,3337.47,3337.47,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Central and Eastern Europe,3336.57,3336.57,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Central Asia,818.35,818.35,31220.88,23087.41,8133.47,111,10,2
2021-09-30,South Asia,835.58,835.58,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Middle East & North Africa,1395.25,1395.25,31220.88,23087.41,8133.47,111,10,2
2021-09-30,South East Asia,725.02,725.02,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Latin America & Caribbean,612.04,612.04,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Sub-Saharan Africa,172.32,172.32,31220.88,23087.41,8133.47,111,10,2
2021-09-30,Australasia / Oceania,79.88,79.88,31220.88,23087.41,8133.47,111,10,2
2021-12-31,North America,8133.47,0.00,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Western Europe,11777.49,11777.49,31208.12,23074.65,8133.47,111,10,2
2021-12-31,East Asia,3334.11,3334.11,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Central and Eastern Europe,3341.57,3341.57,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Central Asia,798.46,798.46,31208.12,23074.65,8133.47,111,10,2
2021-12-31,South Asia,843.69,843.69,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Middle East & North Africa,1395.15,1395.15,31208.12,23074.65,8133.47,111,10,2
2021-12-31,South East Asia,726.82,726.82,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Latin America & Caribbean,605.16,605.16,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Sub-Saharan Africa,172.32,172.32,31208.12,23074.65,8133.47,111,10,2
2021-12-31,Australasia / Oceania,79.88,79.88,31208.12,23074.65,8133.47,111,10,2
2022-03-31,North America,8133.47,0.00,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Western Europe,11779.48,11779.48,31232.71,23099.24,8133.47,111,10,2
2022-03-31,East Asia,3332.08,3332.08,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Central and Eastern Europe,3379.97,3379.97,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Central Asia,739.63,739.63,31232.71,23099.24,8133.47,111,10,2
2022-03-31,South Asia,847.50,847.50,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Middle East & North Africa,1434.56,1434.56,31232.71,23099.24,8133.47,111,10,2
2022-03-31,South East Asia,719.29,719.29,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Latin America & Caribbean,614.53,614.53,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Sub-Saharan Africa,172.32,172.32,31232.71,23099.24,8133.47,111,10,2
2022-03-31,Australasia / Oceania,79.88,79.88,31232.71,23099.24,8133.47,111,10,2
2022-06-30,North America,8133.47,0.00,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Western Europe,11776.31,11776.31,31374.55,23241.08,8133.47,111,10,2
2022-06-30,East Asia,3331.28,3331.28,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Central and Eastern Europe,3426.55,3426.55,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Central Asia,785.62,785.62,31374.55,23241.08,8133.47,111,10,2
2022-06-30,South Asia,855.03,855.03,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Middle East & North Africa,1477.71,1477.71,31374.55,23241.08,8133.47,111,10,2
2022-06-30,South East Asia,721.86,721.86,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Latin America & Caribbean,614.52,614.52,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Sub-Saharan Africa,172.32,172.32,31374.55,23241.08,8133.47,111,10,2
2022-06-30,Australasia / Oceania,79.88,79.88,31374.55,23241.08,8133.47,111,10,2
2022-09-30,North America,8133.46,0.00,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Western Europe,11776.34,11776.34,31503.26,23369.80,8133.46,111,10,2
2022-09-30,East Asia,3332.62,3332.62,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Central and Eastern Europe,3464.52,3464.52,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Central Asia,809.29,809.29,31503.26,23369.80,8133.46,111,10,2
2022-09-30,South Asia,872.49,872.49,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Middle East & North Africa,1521.91,1521.91,31503.26,23369.80,8133.46,111,10,2
2022-09-30,South East Asia,725.74,725.74,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Latin America & Caribbean,614.67,614.67,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Sub-Saharan Africa,172.34,172.34,31503.26,23369.80,8133.46,111,10,2
2022-09-30,Australasia / Oceania,79.88,79.88,31503.26,23369.80,8133.46,111,10,2
2022-12-31,North America,8133.46,0.00,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Western Europe,11776.49,11776.49,31622.98,23489.52,8133.46,110,11,2
2022-12-31,East Asia,3393.16,3393.16,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Central and Eastern Europe,3521.81,3521.81,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Central Asia,794.33,794.33,31622.98,23489.52,8133.46,110,11,2
2022-12-31,South Asia,874.50,874.50,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Middle East & North Africa,1534.51,1534.51,31622.98,23489.52,8133.46,110,11,2
2022-12-31,South East Asia,727.84,727.84,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Latin America & Caribbean,614.66,614.66,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Sub-Saharan Africa,172.34,172.34,31622.98,23489.52,8133.46,110,11,2
2022-12-31,Australasia / Oceania,79.88,79.88,31622.98,23489.52,8133.46,110,11,2
2023-03-31,North America,8133.46,0.00,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Western Europe,11776.36,11776.36,31735.08,23601.62,8133.46,109,12,2
2023-03-31,East Asia,3449.67,3449.67,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Central and Eastern Europe,3545.55,3545.55,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Central Asia,759.43,759.43,31735.08,23601.62,8133.46,109,12,2
2023-03-31,South Asia,881.77,881.77,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Middle East & North Africa,1533.02,1533.02,31735.08,23601.62,8133.46,109,12,2
2023-03-31,South East Asia,788.69,788.69,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Latin America & Caribbean,614.88,614.88,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Sub-Saharan Africa,172.37,172.37,31735.08,23601.62,8133.46,109,12,2
2023-03-31,Australasia / Oceania,79.88,79.88,31735.08,23601.62,8133.46,109,12,2
2023-06-30,North America,8133.46,0.00,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Western Europe,11774.51,11774.51,31733.60,23600.14,8133.46,108,13,2
2023-06-30,East Asia,3495.61,3495.61,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Central and Eastern Europe,3471.00,3471.00,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Central Asia,738.00,738.00,31733.60,23600.14,8133.46,108,13,2
2023-06-30,South Asia,884.58,884.58,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Middle East & North Africa,1573.49,1573.49,31733.60,23600.14,8133.46,108,13,2
2023-06-30,South East Asia,794.59,794.59,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Latin America & Caribbean,614.85,614.85,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Sub-Saharan Africa,173.63,173.63,31733.60,23600.14,8133.46,108,13,2
2023-06-30,Australasia / Oceania,79.88,79.88,31733.60,23600.14,8133.46,108,13,2
2023-09-30,North America,8133.46,0.00,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Western Europe,11774.54,11774.54,31951.81,23818.35,8133.46,108,13,2
2023-09-30,East Asia,3574.27,3574.27,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Central and Eastern Europe,3575.71,3575.71,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Central Asia,744.54,744.54,31951.81,23818.35,8133.46,108,13,2
2023-09-30,South Asia,887.93,887.93,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Middle East & North Africa,1583.97,1583.97,31951.81,23818.35,8133.46,108,13,2
2023-09-30,South East Asia,803.03,803.03,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Latin America & Caribbean,614.73,614.73,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Sub-Saharan Africa,179.75,179.75,31951.81,23818.35,8133.46,108,13,2
2023-09-30,Australasia / Oceania,79.88,79.88,31951.81,23818.35,8133.46,108,13,2
2023-12-31,North America,8133.46,0.00,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Western Europe,11774.66,11774.66,32039.98,23906.52,8133.46,108,13,2
2023-12-31,East Asia,3618.26,3618.26,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Central and Eastern Europe,3668.95,3668.95,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Central Asia,717.50,717.50,32039.98,23906.52,8133.46,108,13,2
2023-12-31,South Asia,890.75,890.75,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Middle East & North Africa,1588.98,1588.98,32039.98,23906.52,8133.46,108,13,2
2023-12-31,South East Asia,796.15,796.15,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Latin America & Caribbean,588.27,588.27,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Sub-Saharan Africa,183.12,183.12,32039.98,23906.52,8133.46,108,13,2
2023-12-31,Australasia / Oceania,79.88,79.88,32039.98,23906.52,8133.46,108,13,2
2024-03-31,North America,8133.46,0.00,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Western Europe,11774.23,11774.23,32115.66,23982.20,8133.46,107,14,2
2024-03-31,East Asia,3644.74,3644.74,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Central and Eastern Europe,3704.66,3704.66,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Central Asia,723.45,723.45,32115.66,23982.20,8133.46,107,14,2
2024-03-31,South Asia,909.49,909.49,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Middle East & North Africa,1594.18,1594.18,32115.66,23982.20,8133.46,107,14,2
2024-03-31,South East Asia,778.98,778.98,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Latin America & Caribbean,588.27,588.27,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Sub-Saharan Africa,184.30,184.30,32115.66,23982.20,8133.46,107,14,2
2024-03-31,Australasia / Oceania,79.90,79.90,32115.66,23982.20,8133.46,107,14,2
2024-06-30,North America,8133.46,0.00,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Western Europe,11773.60,11773.60,32140.80,24007.34,8133.46,107,14,2
2024-06-30,East Asia,3647.47,3647.47,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Central and Eastern Europe,3717.82,3717.82,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Central Asia,720.12,720.12,32140.80,24007.34,8133.46,107,14,2
2024-06-30,South Asia,928.16,928.16,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Middle East & North Africa,1606.87,1606.87,32140.80,24007.34,8133.46,107,14,2
2024-06-30,South East Asia,758.32,758.32,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Latin America & Caribbean,588.05,588.05,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Sub-Saharan Africa,187.03,187.03,32140.80,24007.34,8133.46,107,14,2
2024-06-30,Australasia / Oceania,79.90,79.90,32140.80,24007.34,8133.46,107,14,2
2024-09-30,North America,8133.46,0.00,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Western Europe,11773.51,11773.51,32227.01,24093.55,8133.46,106,15,2
2024-09-30,East Asia,3646.31,3646.31,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Central and Eastern Europe,3794.02,3794.02,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Central Asia,716.09,716.09,32227.01,24093.55,8133.46,106,15,2
2024-09-30,South Asia,941.07,941.07,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Middle East & North Africa,1610.36,1610.36,32227.01,24093.55,8133.46,106,15,2
2024-09-30,South East Asia,753.16,753.16,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Latin America & Caribbean,588.27,588.27,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Sub-Saharan Africa,190.86,190.86,32227.01,24093.55,8133.46,106,15,2
2024-09-30,Australasia / Oceania,79.90,79.90,32227.01,24093.55,8133.46,106,15,2
2024-12-31,North America,8133.46,0.00,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Western Europe,11768.40,11768.40,32353.49,24220.03,8133.46,107,14,2
2024-12-31,East Asia,3663.35,3663.35,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Central and Eastern Europe,3852.31,3852.31,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Central Asia,735.08,735.08,32353.49,24220.03,8133.46,107,14,2
2024-12-31,South Asia,963.66,963.66,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Middle East & North Africa,1624.22,1624.22,32353.49,24220.03,8133.46,107,14,2
2024-12-31,South East Asia,751.71,751.71,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Latin America & Caribbean,587.22,587.22,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Sub-Saharan Africa,194.18,194.18,32353.49,24220.03,8133.46,107,14,2
2024-12-31,Australasia / Oceania,79.90,79.90,32353.49,24220.03,8133.46,107,14,2
2025-03-31,North America,8133.46,0.00,32418.58,24285.12,8133.46,106,15,2
2025-03-31,Western Europe,11768.22,11768.22,32418.58,24285.12,8133.46,106,15,2
2025-03-31,East Asia,3675.88,3675.88,32418.58,24285.12,8133.46,106,15,2
2025-03-31,Central and Eastern Europe,3910.37,3910.37,32418.58,24285.12,8133.46,106,15,2
2025-03-31,Central Asia,722.74,722.74,32418.58,24285.12,8133.46,106,15,2
2025-03-31,South Asia,967.07,967.07,32418.58,24285.12,8133.46,106,15,2
2025-03-31,Middle East & North Africa,1629.23,1629.23,32418.58,24285.12,8133.46,106,15,2
2025-03-31,South East Asia,749.84,749.84,32418.58,24285.12,8133.46,106,15,2
2025-03-31,Latin America & Caribbean,587.18,587.18,32418.58,24285.12,8133.46,106,15,2
